cnt,t1,mean,window_exec_us,sampling_freq_hz,adaptive_sampling,noise_enabled,spike_probability,filter_window_size,auto_profile,filter_applied,filter_mean_exec_us,tp,tn,fp,fn,previous_latency_us,fpr,tpr,total_received,total_missing,loss_rate,missing_packets,out_of_order
636,2044707116,1805,6299821,10,1,1,0.1,15,19,zscore,78,7,1298,0,133,202869,0.0,0.05,637,0,0.0,0,False
637,2051107344,1724,6300038,10,1,1,0.1,15,19,zscore,78,7,1355,0,140,102871,0.0,0.047619,638,0,0.0,0,False
638,2057507078,1840,6299782,10,1,1,0.1,15,19,zscore,78,7,1413,0,146,203075,0.0,0.045752,639,0,0.0,0,False
639,2063907098,1786,6299774,10,1,1,0.1,15,19,zscore,78,7,1473,0,150,152945,0.0,0.044586,640,0,0.0,0,False
640,2070307145,1816,6299855,10,1,1,0.1,15,19,zscore,78,7,1533,0,154,202916,0.0,0.043478,641,0,0.0,0,False
641,2076707115,1714,6299812,10,1,1,0.1,15,19,zscore,78,8,1593,0,157,52852,0.0,0.048485,642,0,0.0,0,False
642,2083107131,1869,6299841,10,1,1,0.1,15,19,zscore,78,8,1652,0,162,152893,0.0,0.047059,643,0,0.0,0,False
643,2089507097,1704,6299640,10,1,1,0.1,15,19,zscore,78,9,1712,0,165,202863,0.0,0.051724,644,0,0.0,0,False
644,2095907146,1752,6299839,10,1,1,0.1,15,19,zscore,78,9,1772,0,169,202902,0.0,0.050562,645,0,0.0,0,False
645,2102307378,1901,6300060,10,1,1,0.1,15,19,zscore,78,9,1824,0,181,52837,0.0,0.047368,646,0,0.0,0,False
646,2104945074,2165,2537786,500,0,1,0.1,31,20,zscore,85,3,36,0,1,152755,0.0,0.75,647,0,0.0,0,False
647,2105073112,2882,124651,500,0,1,0.1,31,20,zscore,87,10,92,0,2,152755,0.0,0.833333,648,0,0.0,0,False
648,2105201605,2326,125089,500,0,1,0.1,31,20,zscore,89,17,149,0,2,117085,0.0,0.894737,649,0,0.0,0,False
649,2105329073,598,121749,500,0,1,0.1,31,20,zscore,93,18,209,0,5,66990,0.0,0.782609,650,0,0.0,0,False
650,2105457087,1446,125229,500,0,1,0.1,31,20,zscore,91,24,267,0,5,66990,0.0,0.827586,651,0,0.0,0,False
651,2105585098,2565,125338,500,0,1,0.1,31,20,zscore,90,25,324,0,11,66990,0.0,0.694444,652,0,0.0,0,False
652,2105713118,2123,125333,500,0,1,0.1,31,20,zscore,90,30,379,0,15,244090,0.0,0.666667,653,0,0.0,0,False
653,2105841074,1016,124510,500,0,1,0.1,31,20,zscore,91,35,438,0,15,245156,0.0,0.7,654,0,0.0,0,False
654,2105969085,1085,122607,500,0,1,0.1,31,20,zscore,91,37,495,0,20,182246,0.0,0.649123,655,0,0.0,0,False
655,2106097190,2882,124787,500,0,1,0.1,31,20,zscore,91,41,552,0,23,118029,0.0,0.640625,656,0,0.0,0,False
656,2106225077,2242,125143,500,0,1,0.1,31,20,zscore,91,45,611,0,24,118029,0.0,0.652174,657,0,0.0,0,False
657,2106353086,415,123661,500,0,1,0.1,31,20,zscore,90,48,665,0,31,130626,0.0,0.607595,658,0,0.0,0,False
658,2106481251,1579,125529,500,0,1,0.1,31,20,zscore,90,54,721,0,33,180785,0.0,0.62069,659,0,0.0,0,False
659,2106609149,2984,125155,500,0,1,0.1,31,20,zscore,90,55,779,0,38,180716,0.0,0.591398,660,0,0.0,0,False
660,2106737083,1705,122636,500,0,1,0.1,31,20,zscore,90,61,836,0,39,118566,0.0,0.61,661,0,0.0,0,False
661,2106865074,880,123716,500,0,1,0.1,31,20,zscore,90,66,894,0,40,66988,0.0,0.622642,662,0,0.0,0,False
662,2106993084,1635,125229,500,0,1,0.1,31,20,zscore,90,68,953,0,43,116359,0.0,0.612613,663,0,0.0,0,False
663,2107121097,2686,125223,500,0,1,0.1,31,20,zscore,90,73,1012,0,43,116359,0.0,0.62931,664,0,0.0,0,False
664,2107249071,1993,125290,500,0,1,0.1,31,20,zscore,89,77,1071,0,44,116359,0.0,0.636364,665,0,0.0,0,False
665,2107377074,500,125335,500,0,1,0.1,31,20,zscore,89,80,1131,0,45,116359,0.0,0.64,666,0,0.0,0,False
666,2107505085,1762,125320,500,0,1,0.1,31,20,zscore,89,88,1187,0,45,308273,0.0,0.661654,667,0,0.0,0,False
667,2107633123,3244,124629,500,0,1,0.1,31,20,zscore,90,90,1244,0,50,309164,0.0,0.642857,668,0,0.0,0,False
668,2107761074,1349,121909,500,0,1,0.1,31,20,zscore,90,95,1302,0,51,246269,0.0,0.650685,669,0,0.0,0,False
669,2107889074,776,122574,500,0,1,0.1,31,20,zscore,90,100,1358,0,54,182159,0.0,0.649351,670,0,0.0,0,False
670,2108017078,2141,124731,500,0,1,0.1,31,20,zscore,90,105,1415,0,56,118129,0.0,0.652174,671,0,0.0,0,False
671,2108145121,2517,125231,500,0,1,0.1,31,20,zscore,90,110,1474,0,56,116309,0.0,0.662651,672,0,0.0,0,False
672,2108273096,1740,125196,500,0,1,0.1,31,20,zscore,90,116,1529,0,59,116307,0.0,0.662857,673,0,0.0,0,False
673,2108401076,738,125227,500,0,1,0.1,31,20,zscore,89,119,1589,0,60,116307,0.0,0.664804,674,0,0.0,0,False
674,2108529078,1884,125326,500,0,1,0.1,31,20,zscore,90,124,1648,0,60,180288,0.0,0.673913,675,0,0.0,0,False
675,2108657086,3157,125211,500,0,1,0.1,31,20,zscore,89,124,1709,0,63,180288,0.0,0.663102,676,0,0.0,0,False
676,2108785074,1146,125314,500,0,1,0.1,31,20,zscore,90,132,1765,0,63,244672,0.0,0.676923,677,0,0.0,0,False
677,2108913258,664,122819,500,0,1,0.1,31,20,zscore,90,137,1823,0,64,182141,0.0,0.681592,678,0,0.0,0,False
678,2109044304,2586,126103,500,0,1,0.1,31,20,zscore,90,139,1886,0,64,119768,0.0,0.684729,679,0,0.0,0,False
679,2116971171,1881,7924847,10,1,1,0.1,31,21,zscore,110,0,47,0,3,106293,0.0,0.0,680,0,0.0,0,False
680,2123371175,1737,6299852,10,1,1,0.1,31,21,zscore,109,0,108,0,6,152837,0.0,0.0,681,0,0.0,0,False
681,2129771209,1645,6299860,10,1,1,0.1,31,21,zscore,111,0,167,0,11,152864,0.0,0.0,682,0,0.0,0,False
682,2136171115,1739,6299756,10,1,1,0.1,31,21,zscore,110,0,221,0,21,52820,0.0,0.0,683,0,0.0,0,False
683,2142571192,1887,6299876,10,1,1,0.1,31,21,zscore,110,0,276,0,30,102881,0.0,0.0,684,0,0.0,0,False
684,2148971179,1781,6299837,10,1,1,0.1,31,21,zscore,110,0,331,0,39,52824,0.0,0.0,685,0,0.0,0,False
685,2155371203,1682,6299883,10,1,1,0.1,31,21,zscore,109,1,390,0,43,102824,0.0,0.022727,686,0,0.0,0,False
686,2161771178,1721,6299835,10,1,1,0.1,31,21,zscore,110,2,447,0,49,102822,0.0,0.039216,687,0,0.0,0,False
687,2168171137,1756,6299817,10,1,1,0.1,31,21,zscore,110,2,505,0,55,202857,0.0,0.035088,688,0,0.0,0,False
688,2174571221,1777,6299896,10,1,1,0.1,31,21,zscore,110,2,564,0,60,152845,0.0,0.032258,689,0,0.0,0,False
689,2180971165,1859,6299668,10,1,1,0.1,31,21,zscore,110,2,620,0,68,152833,0.0,0.028571,690,0,0.0,0,False
690,2187371162,1716,6299835,10,1,1,0.1,31,21,zscore,110,2,675,0,77,102851,0.0,0.025316,691,0,0.0,0,False
691,2193771224,1865,6299904,10,1,1,0.1,31,21,zscore,110,2,734,0,82,202873,0.0,0.02381,692,0,0.0,0,False
692,2200171207,1799,6299887,10,1,1,0.1,31,21,zscore,110,2,793,0,87,252847,0.0,0.022472,693,0,0.0,0,False
693,2206571154,1776,6299811,10,1,1,0.1,31,21,zscore,110,2,846,0,98,153210,0.0,0.02,694,0,0.0,0,False
694,2212971393,1870,6300069,10,1,1,0.1,31,21,zscore,109,2,900,0,108,152825,0.0,0.018182,695,0,0.0,0,False
695,2219371215,1777,6299720,10,1,1,0.1,31,21,zscore,110,2,956,0,116,152750,0.0,0.016949,696,0,0.0,0,False
696,2225771222,1786,6299901,10,1,1,0.1,31,21,zscore,110,2,1013,0,123,152811,0.0,0.016,697,0,0.0,0,False
697,2232171143,1783,6299823,10,1,1,0.1,31,21,zscore,110,2,1070,0,130,152839,0.0,0.015152,698,0,0.0,0,False
698,2238571149,1741,6299829,10,1,1,0.1,31,21,zscore,110,2,1130,0,134,102853,0.0,0.014706,699,0,0.0,0,False
699,2244971212,1813,6299889,10,1,1,0.1,31,21,zscore,110,2,1187,0,141,252870,0.0,0.013986,700,0,0.0,0,False
700,2251371195,1715,6299849,10,1,1,0.1,31,21,zscore,110,3,1242,0,149,52852,0.0,0.019737,701,0,0.0,0,False
701,2257771230,1794,6299914,10,1,1,0.1,31,21,zscore,110,3,1295,0,160,102881,0.0,0.018405,702,0,0.0,0,False
702,2264171159,1737,6299835,10,1,1,0.1,31,21,zscore,110,3,1355,0,164,102818,0.0,0.017964,703,0,0.0,0,False
703,2270571134,1788,6299789,10,1,1,0.1,31,21,zscore,110,3,1410,0,173,252870,0.0,0.017045,704,0,0.0,0,False
704,2276971442,1819,6300110,10,1,1,0.1,31,21,zscore,110,3,1466,0,181,252850,0.0,0.016304,705,0,0.0,0,False
705,2283371196,1777,6299841,10,1,1,0.1,31,21,zscore,110,4,1524,0,186,52746,0.0,0.021053,706,0,0.0,0,False
706,2289771166,1831,6299821,10,1,1,0.1,31,21,zscore,110,4,1581,0,193,52818,0.0,0.020305,707,0,0.0,0,False
707,2296171208,1752,6299886,10,1,1,0.1,31,21,zscore,110,4,1636,0,202,152863,0.0,0.019417,708,0,0.0,0,False
708,2302571224,1786,6299902,10,1,1,0.1,31,21,zscore,110,4,1696,0,206,102857,0.0,0.019048,709,0,0.0,0,False
709,2308971129,1849,6299804,10,1,1,0.1,31,21,zscore,110,4,1747,0,219,152863,0.0,0.017937,710,0,0.0,0,False
710,2315371173,1703,6299851,10,1,1,0.1,31,21,zscore,110,5,1808,0,221,302875,0.0,0.022124,711,0,0.0,0,False
711,2315997006,1880,525686,500,0,1,0.01,5,22,hampel,18,2,54,4,0,153284,0.068966,1.0,712,0,0.0,0,False
712,2316125037,2852,124713,500,0,1,0.01,5,22,hampel,20,4,109,11,0,153284,0.091667,1.0,713,0,0.0,0,False
713,2316253067,2265,124748,500,0,1,0.01,5,22,hampel,21,5,167,16,0,117078,0.087432,1.0,714,0,0.0,0,False
714,2316381007,460,122635,500,0,1,0.01,5,22,hampel,21,5,229,18,0,66733,0.072874,1.0,715,0,0.0,0,False
715,2316509011,1604,124656,500,0,1,0.01,5,22,hampel,21,6,286,24,0,117015,0.077419,1.0,716,0,0.0,0,False
716,2316637056,2985,124703,500,0,1,0.01,5,22,hampel,22,6,350,24,0,117068,0.064171,1.0,717,0,0.0,0,False
717,2316765211,1765,124791,500,0,1,0.01,5,22,hampel,22,6,412,26,0,117032,0.059361,1.0,718,0,0.0,0,False
718,2316893092,951,122705,500,0,1,0.01,5,22,hampel,22,6,475,27,0,54151,0.053785,1.0,719,0,0.0,0,False
719,2317021044,1500,124450,500,0,1,0.01,5,22,hampel,22,9,534,29,0,54151,0.05151,1.0,720,0,0.0,0,False
720,2317149038,2730,125308,500,0,1,0.01,5,22,hampel,22,9,596,31,0,116254,0.049442,1.0,721,0,0.0,0,False
721,2317277006,2048,125260,500,0,1,0.01,5,22,hampel,22,10,656,34,0,116305,0.049275,1.0,722,0,0.0,0,False
722,2317405006,487,122620,500,0,1,0.01,5,22,hampel,22,10,714,40,0,66722,0.05305,1.0,723,0,0.0,0,False
723,2317533009,1724,125309,500,0,1,0.01,5,22,hampel,22,10,769,49,0,66722,0.059902,1.0,724,0,0.0,0,False
724,2317661048,3219,125487,500,0,1,0.01,5,22,hampel,22,10,829,52,1,180281,0.059024,0.909091,725,0,0.0,0,False
725,2317789011,1391,124607,500,0,1,0.01,5,22,hampel,22,10,888,57,1,181081,0.060317,0.909091,726,0,0.0,0,False
726,2317917003,773,122588,500,0,1,0.01,5,22,hampel,22,12,948,59,1,117978,0.05859,0.923077,727,0,0.0,0,False
727,2318045010,2069,125310,500,0,1,0.01,5,22,hampel,22,13,1005,65,1,116320,0.060748,0.928571,728,0,0.0,0,False
728,2318173048,2546,124764,500,0,1,0.01,5,22,hampel,22,15,1063,69,1,117008,0.060954,0.9375,729,0,0.0,0,False
729,2318301014,1727,122631,500,0,1,0.01,5,22,hampel,22,17,1120,74,1,66780,0.061977,0.944444,730,0,0.0,0,False
730,2318429017,710,124611,500,0,1,0.01,5,22,hampel,22,19,1182,74,1,117424,0.058917,0.95,731,0,0.0,0,False
731,2318557026,1856,122635,500,0,1,0.01,5,22,hampel,22,20,1244,75,1,66690,0.056861,0.952381,732,0,0.0,0,False
732,2318685052,3226,125228,500,0,1,0.01,5,22,hampel,22,21,1305,77,1,116317,0.055716,0.954545,733,0,0.0,0,False
733,2318813041,1175,125267,500,0,1,0.01,5,22,hampel,22,22,1365,80,1,116296,0.055363,0.956522,734,0,0.0,0,False
734,2318941009,696,125261,500,0,1,0.01,5,22,hampel,22,22,1419,90,1,116296,0.059642,0.956522,735,0,0.0,0,False
735,2319069013,2529,125453,500,0,1,0.01,5,22,hampel,22,23,1479,93,1,180290,0.05916,0.958333,736,0,0.0,0,False
736,2319197036,2416,125300,500,0,1,0.01,5,22,hampel,22,23,1539,97,1,180327,0.059291,0.958333,737,0,0.0,0,False
737,2319325001,1252,122606,500,0,1,0.01,5,22,hampel,22,23,1599,101,1,118165,0.059412,0.958333,738,0,0.0,0,False
738,2319453008,1028,122619,500,0,1,0.01,5,22,hampel,22,23,1660,104,1,66721,0.058957,0.958333,739,0,0.0,0,False
739,2319581012,2092,125345,500,0,1,0.01,5,22,hampel,22,23,1717,111,1,116299,0.060722,0.958333,740,0,0.0,0,False
740,2319709039,2941,125288,500,0,1,0.01,5,22,hampel,22,23,1776,116,1,116299,0.061311,0.958333,741,0,0.0,0,False
741,2319838016,1106,126406,500,0,1,0.01,5,22,hampel,22,23,1834,122,1,180542,0.062372,0.958333,742,0,0.0,0,False
742,2319966067,724,124681,500,0,1,0.01,5,22,hampel,22,23,1896,124,1,181568,0.061386,0.958333,743,0,0.0,0,False
743,2321474092,2656,1502705,10,1,1,0.01,5,23,hampel,38,0,12,0,0,106229,0.0,0,744,0,0.0,0,False
744,2327874154,1765,6299931,10,1,1,0.01,5,23,hampel,42,0,75,0,1,202870,0.0,0.0,745,0,0.0,0,False
745,2334274047,1748,6299811,10,1,1,0.01,5,23,hampel,41,0,139,0,1,152874,0.0,0.0,746,0,0.0,0,False
746,2340674330,1771,6300089,10,1,1,0.01,5,23,hampel,41,0,203,0,1,302897,0.0,0.0,747,0,0.0,0,False
747,2347074115,1767,6299881,10,1,1,0.01,5,23,hampel,41,0,265,0,3,152789,0.0,0.0,748,0,0.0,0,False
748,2353474099,1776,6299879,10,1,1,0.01,5,23,hampel,40,0,328,0,4,153198,0.0,0.0,749,0,0.0,0,False
749,2359874120,1756,6299868,10,1,1,0.01,5,23,hampel,40,0,392,0,4,52893,0.0,0.0,750,0,0.0,0,False
750,2366274104,1692,6299873,10,1,1,0.01,5,23,hampel,40,0,453,1,6,102852,0.002203,0.0,751,0,0.0,0,False
751,2372674072,1782,6299841,10,1,1,0.01,5,23,hampel,41,0,515,1,8,152874,0.001938,0.0,752,0,0.0,0,False
752,2379074105,1768,6299875,10,1,1,0.01,5,23,hampel,41,0,579,1,8,102908,0.001724,0.0,753,0,0.0,0,False
753,2385474113,1741,6299852,10,1,1,0.01,5,23,hampel,41,0,643,1,8,52860,0.001553,0.0,754,0,0.0,0,False
754,2391874123,1738,6299883,10,1,1,0.01,5,23,hampel,41,0,707,1,8,52899,0.001412,0.0,755,0,0.0,0,False
755,2398274317,1777,6300085,10,1,1,0.01,5,23,hampel,41,0,769,1,10,152926,0.001299,0.0,756,0,0.0,0,False
756,2404674099,1767,6299873,10,1,1,0.01,5,23,hampel,41,0,832,1,11,102768,0.0012,0.0,757,0,0.0,0,False
757,2411074113,1775,6299873,10,1,1,0.01,5,23,hampel,42,0,896,1,11,152901,0.001115,0.0,758,0,0.0,0,False
758,2417474322,1745,6300084,10,1,1,0.01,5,23,hampel,42,0,960,1,11,152875,0.001041,0.0,759,0,0.0,0,False
759,2423874328,1732,6300098,10,1,1,0.01,5,23,hampel,42,0,1024,1,11,152787,0.000976,0.0,760,0,0.0,0,False
760,2430274049,1737,6299808,10,1,1,0.01,5,23,hampel,42,0,1087,1,12,52735,0.000919,0.0,761,0,0.0,0,False
761,2436674059,1758,6299808,10,1,1,0.01,5,23,hampel,42,0,1151,1,12,52895,0.000868,0.0,762,0,0.0,0,False
762,2443074104,1765,6299877,10,1,1,0.01,5,23,hampel,42,0,1215,1,12,102867,0.000822,0.0,763,0,0.0,0,False
763,2449474133,1763,6299894,10,1,1,0.01,5,23,hampel,41,0,1279,1,12,102892,0.000781,0.0,764,0,0.0,0,False
764,2455874148,1761,6299906,10,1,1,0.01,5,23,hampel,41,0,1343,1,12,152832,0.000744,0.0,765,0,0.0,0,False
765,2462274081,1764,6299853,10,1,1,0.01,5,23,hampel,41,0,1407,1,12,202852,0.00071,0.0,766,0,0.0,0,False
766,2468674145,1791,6299906,10,1,1,0.01,5,23,hampel,41,0,1470,1,13,103160,0.00068,0.0,767,0,0.0,0,False
767,2475074109,1735,6299879,10,1,1,0.01,5,23,hampel,41,0,1534,1,13,152879,0.000651,0.0,768,0,0.0,0,False
768,2481474081,1843,6299850,10,1,1,0.01,5,23,hampel,41,0,1595,3,14,102864,0.001877,0.0,769,0,0.0,0,False
769,2487874125,1764,6299887,10,1,1,0.01,5,23,hampel,41,0,1659,3,14,52907,0.001805,0.0,770,0,0.0,0,False
770,2494274051,1766,6299799,10,1,1,0.01,5,23,hampel,41,0,1723,3,14,52888,0.001738,0.0,771,0,0.0,0,False
771,2500674065,1789,6299835,10,1,1,0.01,5,23,hampel,41,0,1786,3,15,152910,0.001677,0.0,772,0,0.0,0,False
772,2507074120,1787,6299888,10,1,1,0.01,5,23,hampel,41,0,1849,3,16,252800,0.00162,0.0,773,0,0.0,0,False
773,2513474395,1816,6300167,10,1,1,0.01,5,23,hampel,41,0,1910,3,19,102884,0.001568,0.0,774,0,0.0,0,False
774,2519874164,1736,6299915,10,1,1,0.01,5,23,hampel,41,0,1974,3,19,102722,0.001517,0.0,775,0,0.0,0,False
775,2524244039,2077,4269804,500,0,1,0.01,15,24,hampel,53,0,22,0,0,152871,0.0,0,776,0,0.0,0,False
776,2524372082,2965,124676,500,0,1,0.01,15,24,hampel,65,0,86,0,0,52976,0.0,0,777,0,0.0,0,False
777,2524501079,2503,125037,500,0,1,0.01,15,24,hampel,67,0,148,2,0,52976,0.013333,0,778,0,0.0,0,False
778,2524629071,1537,125255,500,0,1,0.01,15,24,hampel,71,1,211,2,0,116778,0.00939,1.0,779,0,0.0,0,False
779,2524758088,834,125402,500,0,1,0.01,15,24,hampel,69,2,273,2,1,116806,0.007273,0.666667,780,0,0.0,0,False
780,2524886038,1961,122622,500,0,1,0.01,15,24,hampel,68,3,336,2,1,67352,0.005917,0.75,781,0,0.0,0,False
781,2525014096,3106,125345,500,0,1,0.01,15,24,hampel,68,3,399,2,2,116313,0.004988,0.6,782,0,0.0,0,False
782,2525142060,1144,125225,500,0,1,0.01,15,24,hampel,69,3,463,2,2,116320,0.004301,0.6,783,0,0.0,0,False
783,2525270100,690,122684,500,0,1,0.01,15,24,hampel,69,4,526,2,2,53979,0.003788,0.666667,784,0,0.0,0,False
784,2525398070,2693,124638,500,0,1,0.01,15,24,hampel,68,5,588,2,3,53979,0.00339,0.625,785,0,0.0,0,False
785,2525526063,2418,125260,500,0,1,0.01,15,24,hampel,68,5,651,3,3,116636,0.004587,0.625,786,0,0.0,0,False
786,2525654035,1002,124536,500,0,1,0.01,15,24,hampel,69,6,709,7,4,117015,0.009777,0.6,787,0,0.0,0,False
787,2525782054,1168,122672,500,0,1,0.01,15,24,hampel,68,6,769,11,4,54001,0.014103,0.6,788,0,0.0,0,False
788,2525910068,2243,124583,500,0,1,0.01,15,24,hampel,68,9,830,11,4,54001,0.01308,0.692308,789,0,0.0,0,False
789,2526038068,2731,125299,500,0,1,0.01,15,24,hampel,68,10,893,11,4,54001,0.012168,0.714286,790,0,0.0,0,False
790,2526166062,1085,125352,500,0,1,0.01,15,24,hampel,68,10,956,12,4,54001,0.012397,0.714286,791,0,0.0,0,False
791,2526294151,801,123740,500,0,1,0.01,15,24,hampel,68,10,1020,12,4,194602,0.011628,0.714286,792,0,0.0,0,False
792,2526422086,2856,123534,500,0,1,0.01,15,24,hampel,68,11,1083,12,4,183063,0.010959,0.733333,793,0,0.0,0,False
793,2526550060,2373,125231,500,0,1,0.01,15,24,hampel,68,14,1143,13,4,183063,0.011246,0.777778,794,0,0.0,0,False
794,2526678044,648,125359,500,0,1,0.01,15,24,hampel,68,14,1207,13,4,244356,0.010656,0.777778,795,0,0.0,0,False
795,2526806114,1440,122661,500,0,1,0.01,15,24,hampel,68,14,1270,14,4,182034,0.010903,0.777778,796,0,0.0,0,False
796,2526934271,2637,122863,500,0,1,0.01,15,24,hampel,68,14,1334,14,4,117838,0.010386,0.777778,797,0,0.0,0,False
797,2527062077,2218,123725,500,0,1,0.01,15,24,hampel,68,15,1397,14,4,67138,0.009922,0.789474,798,0,0.0,0,False
798,2527190109,1036,125232,500,0,1,0.01,15,24,hampel,68,17,1456,17,4,116216,0.011541,0.809524,799,0,0.0,0,False
799,2527318052,1086,124537,500,0,1,0.01,15,24,hampel,68,18,1519,17,4,117650,0.011068,0.818182,800,0,0.0,0,False
800,2527446157,2841,123749,500,0,1,0.01,15,24,hampel,68,18,1583,17,4,66888,0.010625,0.818182,801,0,0.0,0,False
801,2527574061,2242,123652,500,0,1,0.01,15,24,hampel,68,19,1640,23,4,54224,0.01383,0.826087,802,0,0.0,0,False
802,2527702043,448,124536,500,0,1,0.01,15,24,hampel,68,19,1704,23,4,54224,0.013318,0.826087,803,0,0.0,0,False
803,2527830225,1605,122773,500,0,1,0.01,15,24,hampel,68,19,1768,23,4,67411,0.012842,0.826087,804,0,0.0,0,False
804,2527958066,3049,124447,500,0,1,0.01,15,24,hampel,68,19,1831,23,5,117114,0.012406,0.791667,805,0,0.0,0,False
805,2528086222,1710,122805,500,0,1,0.01,15,24,hampel,68,19,1895,23,5,54434,0.011992,0.791667,806,0,0.0,0,False
806,2528214064,923,124487,500,0,1,0.01,15,24,hampel,68,20,1956,25,5,52886,0.01262,0.8,807,0,0.0,0,False
807,2528345302,1572,126970,500,0,1,0.01,15,24,hampel,68,20,2021,25,5,54735,0.012219,0.8,808,0,0.0,0,False
808,2533006153,2408,4658833,10,1,1,0.01,15,25,hampel,86,0,34,0,0,154254,0.0,0,809,0,0.0,0,False
809,2539406168,1756,6299904,10,1,1,0.01,15,25,hampel,86,0,97,0,1,102869,0.0,0.0,810,0,0.0,0,False
810,2545806188,1755,6299905,10,1,1,0.01,15,25,hampel,88,0,161,0,1,102816,0.0,0.0,811,0,0.0,0,False
811,2552206194,1784,6299906,10,1,1,0.01,15,25,hampel,89,0,224,0,2,152840,0.0,0.0,812,0,0.0,0,False
812,2558606150,1778,6299868,10,1,1,0.01,15,25,hampel,88,0,287,0,3,152828,0.0,0.0,813,0,0.0,0,False
813,2565006156,1809,6299889,10,1,1,0.01,15,25,hampel,88,0,351,0,3,302877,0.0,0.0,814,0,0.0,0,False
814,2571406167,1761,6299888,10,1,1,0.01,15,25,hampel,89,0,413,0,5,152850,0.0,0.0,815,0,0.0,0,False
815,2577806226,1802,6299949,10,1,1,0.01,15,25,hampel,89,0,476,0,6,152867,0.0,0.0,816,0,0.0,0,False
816,2584206124,1733,6299846,10,1,1,0.01,15,25,hampel,89,0,539,0,7,202806,0.0,0.0,817,0,0.0,0,False
817,2590606175,1768,6299896,10,1,1,0.01,15,25,hampel,89,0,603,0,7,152890,0.0,0.0,818,0,0.0,0,False
818,2597006141,1774,6299879,10,1,1,0.01,15,25,hampel,89,0,666,0,8,102847,0.0,0.0,819,0,0.0,0,False
819,2603406182,1763,6299907,10,1,1,0.01,15,25,hampel,89,0,730,0,8,152887,0.0,0.0,820,0,0.0,0,False
820,2609806404,1759,6300113,10,1,1,0.01,15,25,hampel,89,0,794,0,8,103203,0.0,0.0,821,0,0.0,0,False
821,2616206117,1739,6299711,10,1,1,0.01,15,25,hampel,89,0,857,0,9,202738,0.0,0.0,822,0,0.0,0,False
822,2622606154,1813,6299866,10,1,1,0.01,15,25,hampel,89,0,920,0,10,152856,0.0,0.0,823,0,0.0,0,False
823,2629006168,1771,6299901,10,1,1,0.01,15,25,hampel,89,0,984,0,10,302868,0.0,0.0,824,0,0.0,0,False
824,2635406165,1785,6299893,10,1,1,0.01,15,25,hampel,89,0,1048,0,10,102840,0.0,0.0,825,0,0.0,0,False
825,2641806447,1778,6300164,10,1,1,0.01,15,25,hampel,89,0,1112,0,10,202873,0.0,0.0,826,0,0.0,0,False
826,2648206132,1754,6299850,10,1,1,0.01,15,25,hampel,89,0,1176,0,10,152698,0.0,0.0,827,0,0.0,0,False
827,2654606345,1800,6300051,10,1,1,0.01,15,25,hampel,89,0,1240,0,10,202884,0.0,0.0,828,0,0.0,0,False
828,2661006444,1799,6300168,10,1,1,0.01,15,25,hampel,89,0,1304,0,10,102743,0.0,0.0,829,0,0.0,0,False
829,2667406191,1810,6299911,10,1,1,0.01,15,25,hampel,89,0,1367,0,11,152727,0.0,0.0,830,0,0.0,0,False
830,2673806205,1737,6299927,10,1,1,0.01,15,25,hampel,89,0,1431,0,11,202819,0.0,0.0,831,0,0.0,0,False
831,2680206206,1738,6299886,10,1,1,0.01,15,25,hampel,89,0,1494,0,12,152841,0.0,0.0,832,0,0.0,0,False
832,2686606171,1825,6299893,10,1,1,0.01,15,25,hampel,89,0,1557,0,13,152823,0.0,0.0,833,0,0.0,0,False
833,2693006160,1806,6299874,10,1,1,0.01,15,25,hampel,90,0,1620,0,14,202891,0.0,0.0,834,0,0.0,0,False
834,2699406198,1757,6299923,10,1,1,0.01,15,25,hampel,90,0,1683,0,15,152792,0.0,0.0,835,0,0.0,0,False
835,2705806195,1757,6299918,10,1,1,0.01,15,25,hampel,90,0,1746,0,16,302850,0.0,0.0,836,0,0.0,0,False
836,2712206321,1790,6300035,10,1,1,0.01,15,25,hampel,89,0,1808,0,18,152828,0.0,0.0,837,0,0.0,0,False
837,2718606384,1806,6300103,10,1,1,0.01,15,25,hampel,89,0,1871,0,19,152754,0.0,0.0,838,0,0.0,0,False
838,2725006114,1813,6299833,10,1,1,0.01,15,25,hampel,89,0,1934,0,20,153047,0.0,0.0,839,0,0.0,0,False
839,2731406323,1796,6300047,10,1,1,0.01,15,25,hampel,89,0,1998,0,20,202895,0.0,0.0,840,0,0.0,0,False
840,2733652193,2398,2145919,500,0,1,0.01,31,26,hampel,184,0,43,0,1,152776,0.0,0.0,841,0,0.0,0,False
841,2733780262,2842,124629,500,0,1,0.01,31,26,hampel,213,1,105,0,2,152776,0.0,0.333333,842,0,0.0,0,False
842,2733908247,2302,124475,500,0,1,0.01,31,26,hampel,214,1,169,0,2,117112,0.0,0.333333,843,0,0.0,0,False
843,2734036151,505,124289,500,0,1,0.01,31,26,hampel,216,1,233,0,2,116990,0.0,0.333333,844,0,0.0,0,False
844,2734164151,1562,124487,500,0,1,0.01,31,26,hampel,209,2,296,0,2,116990,0.0,0.5,845,0,0.0,0,False
845,2734292219,2911,124567,500,0,1,0.01,31,26,hampel,201,3,359,0,2,116990,0.0,0.6,846,0,0.0,0,False
