cnt,t1,mean,window_exec_us,sampling_freq_hz,adaptive_sampling,noise_enabled,spike_probability,filter_window_size,auto_profile,filter_applied,filter_mean_exec_us,tp,tn,fp,fn,previous_latency_us,fpr,tpr,total_received,total_missing,loss_rate,missing_packets,out_of_order
846,2734420170,1833,124453,500,0,1,0.01,31,26,hampel,210,4,421,0,3,245248,0.0,0.571429,847,0,0.0,0,False
847,2734548253,942,122724,500,0,1,0.01,31,26,hampel,212,4,485,0,3,182374,0.0,0.571429,848,0,0.0,0,False
848,2734676193,1380,123599,500,0,1,0.01,31,26,hampel,206,4,548,0,4,130720,0.0,0.5,849,0,0.0,0,False
849,2734804181,2751,125180,500,0,1,0.01,31,26,hampel,209,4,611,1,4,180341,0.001634,0.5,850,0,0.0,0,False
850,2734932532,2166,125546,500,0,1,0.01,31,26,hampel,211,6,673,1,4,180341,0.001484,0.6,851,0,0.0,0,False
851,2735060133,487,122504,500,0,1,0.01,31,26,hampel,210,6,737,1,4,183171,0.001355,0.6,852,0,0.0,0,False
852,2735188123,1679,122879,500,0,1,0.01,31,26,hampel,208,6,801,1,4,117960,0.001247,0.6,853,0,0.0,0,False
853,2735316290,3208,125407,500,0,1,0.01,31,26,hampel,205,6,864,1,5,117960,0.001156,0.545455,854,0,0.0,0,False
854,2735444146,1453,124915,500,0,1,0.01,31,26,hampel,208,6,928,1,5,117960,0.001076,0.545455,855,0,0.0,0,False
855,2735572231,831,125330,500,0,1,0.01,31,26,hampel,210,8,990,1,5,117960,0.001009,0.615385,856,0,0.0,0,False
856,2735700215,1921,125336,500,0,1,0.01,31,26,hampel,206,8,1054,1,5,117960,0.000948,0.615385,857,0,0.0,0,False
857,2735828208,2587,125134,500,0,1,0.01,31,26,hampel,208,8,1118,1,5,372871,0.000894,0.615385,858,0,0.0,0,False
858,2735956315,1814,124676,500,0,1,0.01,31,26,hampel,210,8,1182,1,5,372871,0.000845,0.615385,859,0,0.0,0,False
859,2736084182,609,124410,500,0,1,0.01,31,26,hampel,208,8,1246,1,5,372871,0.000802,0.615385,860,0,0.0,0,False
860,2736212132,1830,124439,500,0,1,0.01,31,26,hampel,207,8,1307,4,5,372871,0.003051,0.615385,861,0,0.0,0,False
861,2736340562,3245,124987,500,0,1,0.01,31,26,hampel,207,8,1370,4,6,565708,0.002911,0.571429,862,0,0.0,0,False
862,2736468200,1199,121880,500,0,1,0.01,31,26,hampel,209,9,1433,4,6,502239,0.002784,0.6,863,0,0.0,0,False
863,2736597153,709,122976,500,0,1,0.01,31,26,hampel,210,9,1497,4,6,438284,0.002665,0.6,864,0,0.0,0,False
864,2736725262,2436,122762,500,0,1,0.01,31,26,hampel,208,9,1561,4,6,374649,0.002556,0.6,865,0,0.0,0,False
865,2736853190,2442,122548,500,0,1,0.01,31,26,hampel,209,9,1625,4,6,310913,0.002455,0.6,866,0,0.0,0,False
866,2736981231,1369,122911,500,0,1,0.01,31,26,hampel,211,9,1689,4,6,246403,0.002363,0.6,867,0,0.0,0,False
867,2737109205,936,122882,500,0,1,0.01,31,26,hampel,209,10,1752,4,6,182096,0.002278,0.625,868,0,0.0,0,False
868,2737237123,2027,122803,500,0,1,0.01,31,26,hampel,208,12,1814,4,6,130422,0.0022,0.666667,869,0,0.0,0,False
869,2737365287,3061,125347,500,0,1,0.01,31,26,hampel,209,12,1878,4,6,130422,0.002125,0.666667,870,0,0.0,0,False
870,2737493235,1114,124289,500,0,1,0.01,31,26,hampel,209,12,1942,4,6,130422,0.002055,0.666667,871,0,0.0,0,False
871,2737621200,689,124435,500,0,1,0.01,31,26,hampel,209,13,2005,4,6,130422,0.001991,0.684211,872,0,0.0,0,False
872,2737750301,2770,124991,500,0,1,0.01,31,26,hampel,210,13,2068,4,7,374844,0.001931,0.65,873,0,0.0,0,False
873,2745581575,1901,7822254,10,1,1,0.01,31,27,hampel,229,0,50,0,0,261122,0.0,0,874,0,0.0,0,False
874,2751981559,1757,6300133,10,1,1,0.01,31,27,hampel,230,0,112,0,2,202671,0.0,0.0,875,0,0.0,0,False
875,2758381316,1726,6299897,10,1,1,0.01,31,27,hampel,231,0,175,0,3,102681,0.0,0.0,876,0,0.0,0,False
876,2764781381,1758,6299941,10,1,1,0.01,31,27,hampel,231,0,239,0,3,52758,0.0,0.0,877,0,0.0,0,False
877,2771181260,1750,6299837,10,1,1,0.01,31,27,hampel,231,0,302,0,4,202740,0.0,0.0,878,0,0.0,0,False
878,2777581324,1783,6299749,10,1,1,0.01,31,27,hampel,231,0,366,0,4,153164,0.0,0.0,879,0,0.0,0,False
879,2783981292,1733,6299858,10,1,1,0.01,31,27,hampel,231,0,429,0,5,152752,0.0,0.0,880,0,0.0,0,False
880,2790381324,1738,6299908,10,1,1,0.01,31,27,hampel,231,0,492,0,6,52803,0.0,0.0,881,0,0.0,0,False
881,2796781319,1751,6299889,10,1,1,0.01,31,27,hampel,231,0,556,0,6,302785,0.0,0.0,882,0,0.0,0,False
882,2803181273,1774,6299814,10,1,1,0.01,31,27,hampel,231,0,620,0,6,252749,0.0,0.0,883,0,0.0,0,False
883,2809581302,1750,6299861,10,1,1,0.01,31,27,hampel,231,0,682,0,8,102778,0.0,0.0,884,0,0.0,0,False
884,2815981322,1734,6299895,10,1,1,0.01,31,27,hampel,231,0,746,0,8,52767,0.0,0.0,885,0,0.0,0,False
885,2822381413,1785,6299983,10,1,1,0.01,31,27,hampel,231,0,809,0,9,102766,0.0,0.0,886,0,0.0,0,False
886,2828781335,1791,6299893,10,1,1,0.01,31,27,hampel,231,0,872,0,10,202728,0.0,0.0,887,0,0.0,0,False
887,2835181306,1795,6299875,10,1,1,0.01,31,27,hampel,231,0,935,0,11,202765,0.0,0.0,888,0,0.0,0,False
888,2841581286,1770,6299861,10,1,1,0.01,31,27,hampel,231,0,999,0,11,2552797,0.0,0.0,889,0,0.0,0,False
889,2847981289,1753,6299875,10,1,1,0.01,31,27,hampel,231,0,1061,0,13,152773,0.0,0.0,890,0,0.0,0,False
890,2854381584,1752,6300152,10,1,1,0.01,31,27,hampel,231,0,1125,0,13,152810,0.0,0.0,891,0,0.0,0,False
891,2860781302,1792,6299867,10,1,1,0.01,31,27,hampel,231,0,1189,0,13,102670,0.0,0.0,892,0,0.0,0,False
892,2867181500,1826,6300057,10,1,1,0.01,31,27,hampel,231,0,1252,0,14,202799,0.0,0.0,893,0,0.0,0,False
893,2873581451,1782,6300022,10,1,1,0.01,31,27,hampel,231,0,1316,0,14,152669,0.0,0.0,894,0,0.0,0,False
894,2879981322,1762,6299897,10,1,1,0.01,31,27,hampel,231,0,1380,0,14,52692,0.0,0.0,895,0,0.0,0,False
895,2886381315,1758,6299899,10,1,1,0.01,31,27,hampel,231,0,1443,0,15,152760,0.0,0.0,896,0,0.0,0,False
896,2892781319,1779,6299898,10,1,1,0.01,31,27,hampel,231,0,1507,0,15,103104,0.0,0.0,897,0,0.0,0,False
897,2899181268,1793,6299738,10,1,1,0.01,31,27,hampel,231,0,1571,0,15,152783,0.0,0.0,898,0,0.0,0,False
898,2905581319,1768,6299897,10,1,1,0.01,31,27,hampel,231,0,1635,0,15,152823,0.0,0.0,899,0,0.0,0,False
899,2911981287,1752,6299873,10,1,1,0.01,31,27,hampel,231,0,1699,0,15,202759,0.0,0.0,900,0,0.0,0,False
900,2918381377,1801,6299971,10,1,1,0.01,31,27,hampel,231,0,1761,0,17,152806,0.0,0.0,901,0,0.0,0,False
901,2924781322,1791,6299892,10,1,1,0.01,31,27,hampel,231,0,1824,0,18,152734,0.0,0.0,902,0,0.0,0,False
902,2931181307,1780,6299856,10,1,1,0.01,31,27,hampel,231,0,1888,0,18,152812,0.0,0.0,903,0,0.0,0,False
903,2937581329,1772,6299838,10,1,1,0.01,31,27,hampel,231,0,1952,0,18,102754,0.0,0.0,904,0,0.0,0,False
904,2943981253,1740,6299828,10,1,1,0.01,31,27,hampel,231,0,2016,0,18,52758,0.0,0.0,905,0,0.0,0,False
905,2944607006,3098,525597,500,0,1,0.05,5,28,hampel,18,5,50,4,1,152834,0.074074,0.833333,906,0,0.0,0,False
906,2944735354,2834,125010,500,0,1,0.05,5,28,hampel,21,9,108,6,1,152834,0.052632,0.9,907,0,0.0,0,False
907,2944863011,2293,125034,500,0,1,0.05,5,28,hampel,22,12,166,9,1,116316,0.051429,0.923077,908,0,0.0,0,False
908,2944991067,485,124683,500,0,1,0.05,5,28,hampel,23,12,226,11,3,116902,0.046414,0.8,909,0,0.0,0,False
909,2945119008,1579,122638,500,0,1,0.05,5,28,hampel,22,17,282,14,3,53909,0.047297,0.85,910,0,0.0,0,False
910,2945247009,2975,124717,500,0,1,0.05,5,28,hampel,22,21,338,18,3,53909,0.050562,0.875,911,0,0.0,0,False
911,2945375005,1768,125330,500,0,1,0.05,5,28,hampel,22,24,394,23,3,116272,0.055156,0.888889,912,0,0.0,0,False
912,2945503005,928,124657,500,0,1,0.05,5,28,hampel,22,28,448,29,3,117060,0.060797,0.903226,913,0,0.0,0,False
913,2945631007,1403,122630,500,0,1,0.05,5,28,hampel,22,29,507,31,5,66766,0.057621,0.852941,914,0,0.0,0,False
914,2945759035,2762,125350,500,0,1,0.05,5,28,hampel,22,32,565,34,5,116330,0.056761,0.864865,915,0,0.0,0,False
915,2945887005,2087,124648,500,0,1,0.05,5,28,hampel,22,33,626,36,5,116330,0.054381,0.868421,916,0,0.0,0,False
916,2946015009,458,124652,500,0,1,0.05,5,28,hampel,22,38,684,36,6,181461,0.05,0.863636,917,0,0.0,0,False
917,2946143006,1711,122626,500,0,1,0.05,5,28,hampel,22,42,735,45,6,117840,0.057692,0.875,918,0,0.0,0,False
918,2946271005,3195,122175,500,0,1,0.05,5,28,hampel,22,44,793,48,7,66807,0.057075,0.862745,919,0,0.0,0,False
919,2946399009,1414,125336,500,0,1,0.05,5,28,hampel,22,47,851,51,7,66807,0.056541,0.87037,920,0,0.0,0,False
920,2946527011,812,125445,500,0,1,0.05,5,28,hampel,22,48,909,55,8,180270,0.057054,0.857143,921,0,0.0,0,False
921,2946655074,1983,124626,500,0,1,0.05,5,28,hampel,22,52,969,55,8,181028,0.053711,0.866667,922,0,0.0,0,False
922,2946783008,2547,122627,500,0,1,0.05,5,28,hampel,22,53,1029,58,8,118065,0.053358,0.868852,923,0,0.0,0,False
923,2946911012,1791,122643,500,0,1,0.05,5,28,hampel,22,55,1086,63,8,66706,0.05483,0.873016,924,0,0.0,0,False
924,2947039028,691,125341,500,0,1,0.05,5,28,hampel,22,59,1143,66,8,66706,0.054591,0.880597,925,0,0.0,0,False
925,2947167006,1848,125415,500,0,1,0.05,5,28,hampel,22,63,1201,68,8,180316,0.053586,0.887324,926,0,0.0,0,False
926,2947295014,3233,125321,500,0,1,0.05,5,28,hampel,22,66,1261,69,8,180316,0.05188,0.891892,927,0,0.0,0,False
927,2947424048,1189,122810,500,0,1,0.05,5,28,hampel,22,72,1318,70,8,182521,0.050432,0.9,928,0,0.0,0,False
928,2947552014,688,122611,500,0,1,0.05,5,28,hampel,22,77,1372,75,8,118830,0.051831,0.905882,929,0,0.0,0,False
929,2947680007,2503,122633,500,0,1,0.05,5,28,hampel,22,79,1434,75,8,66744,0.049702,0.908046,930,0,0.0,0,False
930,2947808066,2429,125381,500,0,1,0.05,5,28,hampel,22,83,1488,81,8,116271,0.051625,0.912088,931,0,0.0,0,False
931,2947936009,1300,125301,500,0,1,0.05,5,28,hampel,22,85,1548,83,8,116262,0.050889,0.913978,932,0,0.0,0,False
932,2948065011,997,122867,500,0,1,0.05,5,28,hampel,22,89,1604,87,8,66927,0.051449,0.917526,933,0,0.0,0,False
933,2948193007,2085,125322,500,0,1,0.05,5,28,hampel,22,92,1661,91,8,66927,0.051941,0.92,934,0,0.0,0,False
934,2948321052,2983,125500,500,0,1,0.05,5,28,hampel,22,97,1716,93,10,180817,0.05141,0.906542,935,0,0.0,0,False
935,2948449024,1073,125268,500,0,1,0.05,5,28,hampel,22,101,1772,97,10,180258,0.051899,0.90991,936,0,0.0,0,False
936,2948577026,704,123663,500,0,1,0.05,5,28,hampel,22,105,1829,99,11,131391,0.051349,0.905172,937,0,0.0,0,False
937,2950183086,2665,1601730,10,1,1,0.05,5,29,hampel,39,0,11,0,1,105883,0.0,0.0,938,0,0.0,0,False
938,2956583167,1675,6299949,10,1,1,0.05,5,29,hampel,43,0,72,1,3,102851,0.013699,0.0,939,0,0.0,0,False
939,2962983067,1672,6299842,10,1,1,0.05,5,29,hampel,42,1,132,2,5,302831,0.014925,0.166667,940,0,0.0,0,False
940,2969383173,1713,6299946,10,1,1,0.05,5,29,hampel,42,1,193,2,8,52918,0.010256,0.111111,941,0,0.0,0,False
941,2975783136,1835,6299904,10,1,1,0.05,5,29,hampel,42,1,253,2,12,102864,0.007843,0.076923,942,0,0.0,0,False
942,2982183073,1769,6299836,10,1,1,0.05,5,29,hampel,41,1,313,3,15,152885,0.009494,0.0625,943,0,0.0,0,False
943,2988583180,1782,6299947,10,1,1,0.05,5,29,hampel,42,2,374,4,16,352906,0.010582,0.111111,944,0,0.0,0,False
944,2994983122,1795,6299888,10,1,1,0.05,5,29,hampel,42,3,435,4,18,202864,0.009112,0.142857,945,0,0.0,0,False
945,3001383386,1590,6300152,10,1,1,0.05,5,29,hampel,42,4,490,8,22,102865,0.016064,0.153846,946,0,0.0,0,False
946,3007783146,1775,6299922,10,1,1,0.05,5,29,hampel,42,4,551,8,25,152760,0.014311,0.137931,947,0,0.0,0,False
947,3014183109,1735,6299866,10,1,1,0.05,5,29,hampel,42,4,605,9,34,152879,0.014658,0.105263,948,0,0.0,0,False
948,3020583098,1771,6299855,10,1,1,0.05,5,29,hampel,42,4,665,9,38,252892,0.013353,0.095238,949,0,0.0,0,False
949,3026983266,1706,6300026,10,1,1,0.05,5,29,hampel,41,5,724,10,41,102859,0.013624,0.108696,950,0,0.0,0,False
950,3033383121,1797,6299895,10,1,1,0.05,5,29,hampel,42,5,787,10,42,252814,0.012547,0.106383,951,0,0.0,0,False
951,3039783159,1827,6299934,10,1,1,0.05,5,29,hampel,42,5,846,11,46,102897,0.012835,0.098039,952,0,0.0,0,False
952,3046183327,1680,6300078,10,1,1,0.05,5,29,hampel,42,5,900,14,53,203215,0.015317,0.086207,953,0,0.0,0,False
953,3052583096,1777,6299853,10,1,1,0.05,5,29,hampel,42,5,962,14,55,102764,0.014344,0.083333,954,0,0.0,0,False
954,3058983101,1744,6299867,10,1,1,0.05,5,29,hampel,42,5,1025,14,56,202906,0.013474,0.081967,955,0,0.0,0,False
955,3065383200,1851,6299970,10,1,1,0.05,5,29,hampel,42,5,1084,15,60,152862,0.013649,0.076923,956,0,0.0,0,False
956,3071783149,1840,6299920,10,1,1,0.05,5,29,hampel,41,5,1142,17,64,152847,0.014668,0.072464,957,0,0.0,0,False
957,3078183060,1739,6299836,10,1,1,0.05,5,29,hampel,41,6,1201,20,65,102843,0.01638,0.084507,958,0,0.0,0,False
958,3084583116,1752,6299874,10,1,1,0.05,5,29,hampel,41,6,1262,20,68,52888,0.015601,0.081081,959,0,0.0,0,False
959,3090983092,1678,6299852,10,1,1,0.05,5,29,hampel,41,6,1320,22,72,102857,0.016393,0.076923,960,0,0.0,0,False
960,3097383113,1779,6299868,10,1,1,0.05,5,29,hampel,41,7,1378,23,76,152903,0.016417,0.084337,961,0,0.0,0,False
961,3103783129,1825,6299889,10,1,1,0.05,5,29,hampel,41,7,1439,25,77,202875,0.017077,0.083333,962,0,0.0,0,False
962,3110183082,1811,6299638,10,1,1,0.05,5,29,hampel,41,7,1501,25,79,102863,0.016383,0.081395,963,0,0.0,0,False
963,3116583092,1801,6299862,10,1,1,0.05,5,29,hampel,41,7,1564,26,79,102883,0.016352,0.081395,964,0,0.0,0,False
964,3122983074,1721,6299844,10,1,1,0.05,5,29,hampel,41,7,1623,26,84,152961,0.015767,0.076923,965,0,0.0,0,False
965,3129383205,1757,6299962,10,1,1,0.05,5,29,hampel,41,8,1681,28,87,102890,0.016384,0.084211,966,0,0.0,0,False
966,3135783158,1894,6299932,10,1,1,0.05,5,29,hampel,41,8,1735,30,95,152846,0.016997,0.07767,967,0,0.0,0,False
967,3142183115,1960,6299869,10,1,1,0.05,5,29,hampel,41,9,1792,32,99,52839,0.017544,0.083333,968,0,0.0,0,False
968,3148583343,1822,6300081,10,1,1,0.05,5,29,hampel,41,9,1852,33,102,52866,0.017507,0.081081,969,0,0.0,0,False
969,3152953401,2096,4270182,500,0,1,0.05,15,30,hampel,76,1,21,0,0,252787,0.0,1.0,970,0,0.0,0,False
970,3153081257,2593,124502,500,0,1,0.05,15,30,hampel,68,2,81,2,1,252787,0.024096,0.666667,971,0,0.0,0,False
971,3153209046,2507,124383,500,0,1,0.05,15,30,hampel,70,5,142,2,1,117279,0.013889,0.833333,972,0,0.0,0,False
972,3153337089,1597,122652,500,0,1,0.05,15,30,hampel,72,7,204,2,1,54279,0.009709,0.875,973,0,0.0,0,False
973,3153465198,737,124663,500,0,1,0.05,15,30,hampel,69,8,266,3,1,52944,0.011152,0.888889,974,0,0.0,0,False
974,3153593062,1913,124462,500,0,1,0.05,15,30,hampel,68,14,319,8,1,52872,0.024465,0.933333,975,0,0.0,0,False
975,3153721139,3214,124679,500,0,1,0.05,15,30,hampel,68,16,379,8,3,52984,0.020672,0.842105,976,0,0.0,0,False
976,3153849065,1137,124357,500,0,1,0.05,15,30,hampel,68,22,437,8,3,52984,0.017978,0.88,977,0,0.0,0,False
977,3153977401,670,125578,500,0,1,0.05,15,30,hampel,68,25,498,8,3,116263,0.01581,0.892857,978,0,0.0,0,False
978,3154105086,2619,125032,500,0,1,0.05,15,30,hampel,68,31,556,8,3,116263,0.014184,0.911765,979,0,0.0,0,False
979,3154233066,2386,123644,500,0,1,0.05,15,30,hampel,68,35,616,8,3,130612,0.012821,0.921053,980,0,0.0,0,False
980,3154361037,1139,124502,500,0,1,0.05,15,30,hampel,69,37,675,9,5,181005,0.013158,0.880952,981,0,0.0,0,False
981,3154489621,1086,123205,500,0,1,0.05,15,30,hampel,69,37,738,10,5,117806,0.013369,0.880952,982,0,0.0,0,False
982,3154617040,2132,122597,500,0,1,0.05,15,30,hampel,69,41,797,11,5,67251,0.013614,0.891304,983,0,0.0,0,False
983,3154745063,2883,122641,500,0,1,0.05,15,30,hampel,69,41,861,11,5,66698,0.012615,0.891304,984,0,0.0,0,False
984,3154873096,1080,125278,500,0,1,0.05,15,30,hampel,69,45,921,11,5,66698,0.011803,0.9,985,0,0.0,0,False
985,3155001431,736,125706,500,0,1,0.05,15,30,hampel,69,48,980,13,5,180317,0.013092,0.90566,986,0,0.0,0,False
986,3155129072,2834,124836,500,0,1,0.05,15,30,hampel,69,57,1035,13,5,180317,0.012405,0.919355,987,0,0.0,0,False
987,3155257358,2361,125651,500,0,1,0.05,15,30,hampel,69,59,1097,13,5,244335,0.011712,0.921875,988,0,0.0,0,False
988,3155385051,720,122612,500,0,1,0.05,15,30,hampel,69,60,1158,14,6,182110,0.011945,0.909091,989,0,0.0,0,False
989,3155513176,1361,122773,500,0,1,0.05,15,30,hampel,69,65,1210,21,6,118282,0.017059,0.915493,990,0,0.0,0,False
990,3155641075,2561,122665,500,0,1,0.05,15,30,hampel,68,68,1268,21,9,66828,0.016292,0.883117,991,0,0.0,0,False
991,3155769063,2317,123652,500,0,1,0.05,15,30,hampel,69,71,1327,21,11,66918,0.015579,0.865854,992,0,0.0,0,False
992,3155897229,1030,125431,500,0,1,0.05,15,30,hampel,69,74,1388,21,11,66918,0.014904,0.870588,993,0,0.0,0,False
993,3156025304,959,125467,500,0,1,0.05,15,30,hampel,68,76,1448,21,13,180234,0.014295,0.853933,994,0,0.0,0,False
994,3156153073,2857,124378,500,0,1,0.05,15,30,hampel,68,80,1508,21,13,181028,0.013734,0.860215,995,0,0.0,0,False
995,3156281102,2291,122085,500,0,1,0.05,15,30,hampel,68,88,1564,21,13,118321,0.013249,0.871287,996,0,0.0,0,False
996,3156409628,497,123176,500,0,1,0.05,15,30,hampel,68,90,1626,21,13,54229,0.01275,0.873786,997,0,0.0,0,False
997,3156537183,1551,124204,500,0,1,0.05,15,30,hampel,69,94,1686,21,13,52681,0.012302,0.878505,998,0,0.0,0,False
998,3156665085,2956,124540,500,0,1,0.05,15,30,hampel,68,95,1749,21,13,52681,0.011864,0.87963,999,0,0.0,0,False
999,3156793068,1800,124519,500,0,1,0.05,15,30,hampel,69,97,1810,21,14,117051,0.011469,0.873874,1000,0,0.0,0,False
1000,3156921232,950,122812,500,0,1,0.05,15,30,hampel,69,99,1871,22,14,53967,0.011622,0.876106,1001,0,0.0,0,False
1001,3157050301,1442,124768,500,0,1,0.05,15,30,hampel,69,102,1932,22,14,53967,0.011259,0.87931,1002,0,0.0,0,False
1002,3162007323,2408,4952648,10,1,1,0.05,15,31,hampel,85,1,32,0,3,254808,0.0,0.25,1003,0,0.0,0,False
1003,3168407413,1784,6300118,10,1,1,0.05,15,31,hampel,85,1,95,0,4,52768,0.0,0.2,1004,0,0.0,0,False
1004,3174807185,1782,6299891,10,1,1,0.05,15,31,hampel,86,1,157,0,6,102704,0.0,0.142857,1005,0,0.0,0,False
1005,3181207175,1809,6299881,10,1,1,0.05,15,31,hampel,86,1,215,0,12,52833,0.0,0.076923,1006,0,0.0,0,False
1006,3187607231,1784,6299965,10,1,1,0.05,15,31,hampel,87,1,277,0,14,102840,0.0,0.066667,1007,0,0.0,0,False
1007,3194007141,1731,6299856,10,1,1,0.05,15,31,hampel,87,1,338,0,17,103166,0.0,0.055556,1008,0,0.0,0,False
1008,3200407189,1774,6299912,10,1,1,0.05,15,31,hampel,87,1,400,0,19,152893,0.0,0.05,1009,0,0.0,0,False
1009,3206807184,1782,6299913,10,1,1,0.05,15,31,hampel,87,1,463,0,20,202831,0.0,0.047619,1010,0,0.0,0,False
1010,3213207328,1705,6300045,10,1,1,0.05,15,31,hampel,86,1,522,0,25,202870,0.0,0.038462,1011,0,0.0,0,False
1011,3219607154,1788,6299863,10,1,1,0.05,15,31,hampel,87,1,579,0,32,202773,0.0,0.030303,1012,0,0.0,0,False
1012,3226007345,1703,6300036,10,1,1,0.05,15,31,hampel,87,1,641,0,34,302891,0.0,0.028571,1013,0,0.0,0,False
1013,3232407388,1755,6300109,10,1,1,0.05,15,31,hampel,87,1,702,0,37,152751,0.0,0.026316,1014,0,0.0,0,False
1014,3238807182,1836,6299899,10,1,1,0.05,15,31,hampel,87,1,763,0,40,152776,0.0,0.02439,1015,0,0.0,0,False
1015,3245207127,1832,6299857,10,1,1,0.05,15,31,hampel,87,1,823,0,44,152832,0.0,0.022222,1016,0,0.0,0,False
1016,3251607145,1741,6299874,10,1,1,0.05,15,31,hampel,87,1,881,0,50,152903,0.0,0.019608,1017,0,0.0,0,False
1017,3258007287,1792,6300007,10,1,1,0.05,15,31,hampel,87,1,941,0,54,202854,0.0,0.018182,1018,0,0.0,0,False
1018,3264407246,1812,6299963,10,1,1,0.05,15,31,hampel,87,1,1001,0,58,202825,0.0,0.016949,1019,0,0.0,0,False
1019,3270807154,1721,6299878,10,1,1,0.05,15,31,hampel,87,1,1060,0,63,302823,0.0,0.015625,1020,0,0.0,0,False
1020,3277207122,1819,6299835,10,1,1,0.05,15,31,hampel,87,1,1118,0,69,52860,0.0,0.014286,1021,0,0.0,0,False
1021,3283607165,1776,6299904,10,1,1,0.05,15,31,hampel,87,1,1181,0,70,152867,0.0,0.014085,1022,0,0.0,0,False
1022,3290007340,1739,6300046,10,1,1,0.05,15,31,hampel,87,1,1241,0,74,202885,0.0,0.013333,1023,0,0.0,0,False
1023,3296407166,1745,6299875,10,1,1,0.05,15,31,hampel,87,1,1305,0,74,152764,0.0,0.013333,1024,0,0.0,0,False
1024,3302807221,1694,6299942,10,1,1,0.05,15,31,hampel,88,1,1363,0,80,352881,0.0,0.012346,1025,0,0.0,0,False
1025,3309207447,1759,6300161,10,1,1,0.05,15,31,hampel,88,1,1424,0,83,103191,0.0,0.011905,1026,0,0.0,0,False
1026,3315607209,1846,6299933,10,1,1,0.05,15,31,hampel,88,1,1485,0,86,52705,0.0,0.011494,1027,0,0.0,0,False
1027,3322007167,1696,6299895,10,1,1,0.05,15,31,hampel,88,1,1546,0,89,802867,0.0,0.011111,1028,0,0.0,0,False
1028,3328407317,1794,6300011,10,1,1,0.05,15,31,hampel,88,1,1608,0,91,52848,0.0,0.01087,1029,0,0.0,0,False
1029,3334807178,1788,6299904,10,1,1,0.05,15,31,hampel,88,1,1672,0,91,152691,0.0,0.01087,1030,0,0.0,0,False
1030,3341207354,1834,6300065,10,1,1,0.05,15,31,hampel,88,1,1734,0,93,102914,0.0,0.010638,1031,0,0.0,0,False
1031,3347607192,1752,6299906,10,1,1,0.05,15,31,hampel,88,1,1795,0,96,152727,0.0,0.010309,1032,0,0.0,0,False
1032,3354007151,1794,6299846,10,1,1,0.05,15,31,hampel,88,1,1857,0,98,152870,0.0,0.010101,1033,0,0.0,0,False
1033,3360407157,1775,6299873,10,1,1,0.05,15,31,hampel,88,1,1921,0,98,102852,0.0,0.010101,1034,0,0.0,0,False
1034,3362457150,2305,1949866,500,0,1,0.05,31,32,hampel,221,2,40,4,0,52856,0.090909,1.0,1035,0,0.0,0,False
1035,3362585248,2832,124630,500,0,1,0.05,31,32,hampel,220,6,99,4,1,52856,0.038835,0.857143,1036,0,0.0,0,False
1036,3362713265,2290,125124,500,0,1,0.05,31,32,hampel,212,10,153,9,2,52856,0.055556,0.833333,1037,0,0.0,0,False
1037,3362841135,507,125136,500,0,1,0.05,31,32,hampel,212,13,211,9,5,52856,0.040909,0.722222,1038,0,0.0,0,False
1038,3362969132,1556,125281,500,0,1,0.05,31,32,hampel,206,20,268,9,5,52856,0.032491,0.8,1039,0,0.0,0,False
1039,3363097221,2936,125387,500,0,1,0.05,31,32,hampel,199,20,330,9,7,308468,0.026549,0.740741,1040,0,0.0,0,False
1040,3363225179,1885,122438,500,0,1,0.05,31,32,hampel,207,22,390,9,9,247215,0.022556,0.709677,1041,0,0.0,0,False
1041,3363353251,950,122723,500,0,1,0.05,31,32,hampel,210,23,453,9,9,182407,0.019481,0.71875,1042,0,0.0,0,False
1042,3363481180,1454,122860,500,0,1,0.05,31,32,hampel,205,23,515,9,11,130489,0.017176,0.676471,1043,0,0.0,0,False
1043,3363609161,2722,125301,500,0,1,0.05,31,32,hampel,208,25,577,9,11,180399,0.015358,0.694444,1044,0,0.0,0,False
1044,3363737337,2052,125303,500,0,1,0.05,31,32,hampel,210,25,638,9,14,180979,0.01391,0.641026,1045,0,0.0,0,False
1045,3363865158,487,122535,500,0,1,0.05,31,32,hampel,210,25,701,9,15,130724,0.012676,0.625,1046,0,0.0,0,False
1046,3363993116,1704,124509,500,0,1,0.05,31,32,hampel,208,27,762,10,15,181141,0.012953,0.642857,1047,0,0.0,0,False
1047,3364121269,3171,122779,500,0,1,0.05,31,32,hampel,207,29,820,10,19,118345,0.012048,0.604167,1048,0,0.0,0,False
1048,3364249175,1391,123825,500,0,1,0.05,31,32,hampel,210,30,882,10,20,54221,0.011211,0.6,1049,0,0.0,0,False
1049,3364377142,815,124531,500,0,1,0.05,31,32,hampel,211,34,942,10,20,53114,0.010504,0.62963,1050,0,0.0,0,False
1050,3364505396,1926,124848,500,0,1,0.05,31,32,hampel,207,34,1004,10,22,52989,0.009862,0.607143,1051,0,0.0,0,False
1051,3364633182,2587,124129,500,0,1,0.05,31,32,hampel,209,36,1066,10,22,52989,0.009294,0.62069,1052,0,0.0,0,False
1052,3364761220,1762,125200,500,0,1,0.05,31,32,hampel,211,38,1125,10,25,116387,0.008811,0.603175,1053,0,0.0,0,False
