float1,float2,int
-0.5,-0.63,-1
-0.1,-0.623,-1
-0.7,-0.624,-1
-1.8,-0.639,-1
-1.6,-0.651,-1
-0.6,-0.65,-1
-0.3,-0.646,-1
-0.1,-0.639,-1
-0.1,-0.633,-1
-0.2,-0.628,-1
-0.2,-0.623,-1
-1.1,-0.628,-1
-1.3,-0.636,-1
-0.6,-0.636,-1
-0.7,-0.636,-1
-0.7,-0.637,-1
-0.3,-0.633,-1
0.1,-0.626,-1
-0.2,-0.621,-1
-0.1,-0.616,-1
-0.5,-0.614,-1
-0.5,-0.613,-1
-1.4,-0.621,-1
-1.8,-0.633,-1
-0.8,-0.635,-1
-0.4,-0.632,-1
-0.3,-0.629,-1
-0.5,-0.628,-1
-0.2,-0.624,-1
-0.2,-0.62,-1
-0.5,-0.619,-1
-1.5,-0.627,-1
-0.9,-0.629,-1
-0.6,-0.629,-1
-0.9,-0.632,-1
-0.5,-0.63,-1
-0.2,-0.627,-1
0.0,-0.621,-1
-0.2,-0.617,-1
-0.6,-0.617,-1
53.4,-0.156,-1
55.3,0.314,-1
62.2,0.834,-1
62.5,1.348,-1
56.8,1.807,-1
49.4,2.197,-1
68.2,2.733,-1
70.4,3.279,-1
40.3,3.575,-1
40.8,3.871,-1
40.4,4.158,-1
38.4,4.426,-1
39.0,4.694,-1
38.0,4.95,-1
73.6,5.474,-1
54.2,5.843,-1
304.7,8.09,-1
119.3,8.92,-1
134.3,9.849,-1
119.9,10.658,-1
42.1,10.888,-1
41.5,11.109,-1
42.5,11.335,-1
41.6,11.551,-1
41.6,11.765,-1
42.0,11.977,-1
41.5,12.184,-1
42.1,12.392,-1
118.2,13.121,-1
119.1,13.847,-1
41.2,14.033,-1
41.8,14.221,-1
41.7,14.405,-1
42.1,14.59,-1
42.5,14.775,-1
41.8,14.953,-1
41.8,15.128,-1
119.7,15.807,-1
119.5,16.476,-1
119.6,17.137,-1
41.9,17.295,-1
42.1,17.452,-1
42.0,17.606,-1
41.3,17.754,-1
42.3,17.907,-1
41.6,18.053,-1
42.5,18.203,-1
42.0,18.348,-1
42.4,18.494,-1
41.8,18.634,-1
41.8,18.773,-1
41.9,18.911,-1
42.3,19.049,-1
41.6,19.182,-1
41.7,19.313,-1
42.4,19.448,-1
42.6,19.582,-1
120.0,20.159,-1
42.4,20.286,-1
119.5,20.849,-1
120.7,21.414,-1
41.8,21.528,-1
41.6,21.64,-1
41.3,21.749,-1
42.2,21.862,-1
42.2,21.974,-1
42.3,22.085,-1
42.5,22.196,-1
41.9,22.303,-1
41.6,22.406,-1
41.8,22.51,-1
42.6,22.617,-1
119.1,23.128,-1
41.5,23.224,-1
119.4,23.728,-1
41.9,23.822,-1
126.3,24.353,-1
119.3,24.843,-1
120.7,25.334,-1
119.0,25.812,-1
41.8,25.893,-1
42.3,25.976,-1
42.4,26.059,-1
42.0,26.138,-1
41.8,26.216,-1
41.6,26.293,-1
41.9,26.369,-1
41.9,26.446,-1
41.8,26.52,-1
41.7,26.594,-1
42.2,26.67,-1
42.4,26.745,-1
42.4,26.82,-1
42.3,26.894,-1
41.7,26.964,-1
42.2,27.036,-1
119.9,27.472,-1
42.1,27.54,-1
42.0,27.607,-1
41.9,27.674,-1
41.8,27.739,-1
42.5,27.806,-1
42.2,27.872,-1
41.6,27.935,-1
42.2,27.999,-1
119.6,28.412,-1
42.6,28.475,-1
42.0,28.536,-1
41.6,28.594,-1
42.2,28.654,-1
119.6,29.055,-1
42.3,29.113,-1
119.3,29.507,-1
119.4,29.897,-1
42.4,29.952,-1
119.9,30.339,-1
126.0,30.75,-1
119.5,31.129,-1
42.3,31.177,-1
42.5,31.225,-1
41.4,31.268,-1
42.4,31.314,-1
42.1,31.359,-1
42.7,31.407,-1
83.9,31.624,-1
78.2,31.817,-1
78.3,32.008,-1
159.7,32.532,-1
159.6,33.05,-1
234.9,33.871,-1
235.3,34.686,-1
71.7,34.835,-1
67.9,34.968,-1
71.3,35.114,-1
72.6,35.263,-1
71.4,35.406,-1
66.4,35.529,-1
145.9,35.963,-1
72.8,36.108,-1
146.4,36.539,-1
69.6,36.667,-1
147.3,37.096,-1
72.4,37.232,-1
147.8,37.658,-1
68.3,37.775,-1
67.7,37.889,-1
66.6,37.998,-1
70.3,38.121,-1
71.8,38.248,-1
146.1,38.653,-1
71.9,38.778,-1
69.6,38.893,-1
69.9,39.008,-1
72.4,39.132,-1
70.2,39.246,-1
70.9,39.363,-1
69.5,39.473,-1
70.6,39.587,-1
70.3,39.699,-1
185.6,40.227,-1
146.5,40.611,-1
152.4,41.013,-1
146.3,41.39,-1
151.4,41.783,-1
146.1,42.154,-1
69.0,42.25,-1
68.8,42.343,-1
146.3,42.71,-1
146.3,43.073,-1
67.7,43.159,-1
70.9,43.256,-1
70.9,43.352,-1
68.3,43.438,-1
146.5,43.793,-1
146.8,44.147,-1
71.4,44.241,-1
71.7,44.334,-1
70.7,44.424,-1
70.6,44.513,-1
68.5,44.594,-1
69.1,44.676,-1
69.7,44.76,-1
70.1,44.845,-1
146.5,45.184,-1
145.8,45.518,-1
69.6,45.598,-1
70.8,45.681,-1
69.6,45.76,-1
71.1,45.843,-1
69.4,45.92,-1
70.9,46.001,-1
69.3,46.077,-1
70.7,46.157,-1
149.4,46.49,-1
146.4,46.811,-1
70.2,46.886,-1
71.3,46.964,-1
146.3,47.28,-1
146.7,47.596,-1
71.2,47.671,-1
146.3,47.982,-1
72.2,48.058,-1
146.1,48.365,-1
70.1,48.433,-1
147.4,48.741,-1
69.3,48.805,-1
148.1,49.113,-1
146.5,49.413,-1
69.4,49.475,-1
68.0,49.532,-1
148.1,49.833,-1
72.1,49.901,-1
158.5,50.231,-1
152.4,50.541,-1
68.3,50.594,-1
70.1,50.653,-1
67.9,50.705,-1
72.3,50.769,-1
70.9,50.83,-1
67.6,50.879,-1
70.5,50.938,-1
70.3,50.995,-1
146.6,51.277,-1
146.7,51.558,-1
70.5,51.613,-1
68.9,51.664,-1
68.9,51.714,-1
77.7,51.79,-1
77.3,51.863,-1
68.8,51.912,-1
70.3,51.965,-1
69.8,52.017,-1
68.1,52.063,-1
71.5,52.118,-1
68.4,52.165,-1
68.2,52.21,-1
146.5,52.477,-1
146.7,52.744,-1
71.2,52.795,-1
69.2,52.842,-1
69.0,52.887,-1
69.4,52.933,-1
146.1,53.192,-1
146.0,53.45,-1
71.3,53.5,-1
70.0,53.545,-1
78.4,53.614,-1
77.7,53.68,-1
78.4,53.748,-1
78.6,53.816,-1
154.1,54.089,-1
155.4,54.364,-1
77.1,54.426,-1
78.3,54.49,-1
78.1,54.554,-1
77.4,54.615,-1
77.6,54.677,-1
78.3,54.74,-1
78.3,54.803,-1
148.0,55.051,-1
72.0,55.096,-1
71.2,71.2,0
147.0,109.1,0
157.2,125.133,0
152.2,131.9,0
152.7,136.06,0
75.6,125.983,0
149.2,129.3,0
70.9,122.0,0
148.7,124.967,0
69.9,119.46,0
149.8,122.218,0
152.7,124.758,0
76.8,121.069,0
76.1,117.857,0
73.2,114.88,0
71.5,112.169,0
68.6,109.606,0
432.4,127.539,0
149.0,128.668,0
167.2,130.595,0
147.2,131.386,0
126.0,131.141,0
423.3,143.843,0
146.8,143.967,0
146.8,144.08,0
146.9,144.188,0
147.0,144.293,0
146.9,144.386,0
146.9,144.472,0
70.0,141.99,0
147.3,142.161,0
147.4,142.325,0
147.2,142.473,0
70.6,140.359,0
147.0,140.549,0
146.9,140.725,0
147.2,140.9,0
147.3,141.068,0
147.4,141.231,0
147.2,141.38,0
147.0,141.517,0
70.0,139.814,0
163.5,140.365,0
147.1,140.518,0
147.2,140.667,0
147.2,140.809,0
71.7,139.338,0
71.0,137.915,0
147.2,138.104,0
146.7,138.276,0
146.9,138.445,0
284.5,141.254,0
147.0,141.362,0
150.8,141.537,0
147.1,141.638,0
149.0,141.77,0
147.0,141.861,0
147.0,141.95,0
146.6,142.029,0
146.8,142.108,0
147.6,142.198,0
70.4,141.04,0
153.4,141.237,0
70.6,140.133,0
69.5,139.046,0
69.5,137.992,0
146.9,138.125,0
80.6,137.279,0
147.3,137.425,0
153.0,137.647,0
153.3,137.868,0
148.8,138.019,0
147.0,138.142,0
148.7,138.285,0
163.9,138.627,0
146.9,138.736,0
87.9,138.075,0
166.4,138.438,0
166.3,138.791,0
436.6,142.514,0
153.5,142.649,0
69.5,69.5,1
71.2,70.35,1
147.4,96.033,1
69.7,89.45,1
152.1,101.98,1
71.4,96.883,1
146.6,103.986,1
147.7,109.45,1
70.9,105.167,1
71.7,101.82,1
71.0,99.018,1
70.3,96.625,1
71.3,94.677,1
69.3,92.864,1
71.2,91.42,1
70.8,90.131,1
147.3,93.494,1
146.8,96.456,1
70.7,95.1,1
70.5,93.87,1
71.4,92.8,1
71.5,91.832,1
70.5,90.904,1
70.7,90.063,1
71.4,89.316,1
146.8,91.527,1
147.0,93.581,1
147.4,95.504,1
147.6,97.3,1
71.1,96.427,1
70.7,95.597,1
69.8,94.791,1
70.4,94.052,1
71.2,93.379,1
76.4,92.894,1
70.3,92.267,1
147.4,93.757,1
148.8,95.205,1
71.2,94.59,1
69.6,93.965,1
71.1,93.407,1
70.5,92.862,1
70.7,92.347,1
70.2,91.843,1
70.6,91.371,1
69.7,90.9,1
147.4,92.102,1
147.3,93.252,1
70.7,92.792,1
69.3,92.322,1
69.6,91.876,1
146.6,92.929,1
70.5,92.506,1
147.7,93.528,1
72.2,93.14,1
148.5,94.129,1
147.0,95.056,1
93.0,95.021,1
70.7,94.608,1
75.7,94.293,1
70.9,93.91,1
70.8,93.537,1
72.1,93.197,1
71.1,92.852,1
71.4,92.522,1
146.8,93.344,1
147.0,94.145,1
69.7,93.785,1
70.8,93.452,1
70.3,93.121,1
69.4,92.787,1
69.5,92.464,1
71.5,92.177,1
71.3,91.895,1
71.7,91.625,1
146.9,92.353,1
147.2,93.065,1
71.2,92.785,1
70.0,92.496,1
69.6,92.21,1
69.4,91.928,1
69.3,91.652,1
69.3,91.383,1
70.2,91.131,1
76.2,90.955,1
146.8,91.605,1
146.7,92.238,1
70.2,91.988,1
69.2,91.731,1
70.0,91.49,1
69.4,91.247,1
70.0,91.016,1
71.1,90.802,1
70.7,90.588,1
70.8,90.38,1
147.0,90.97,1
152.5,91.604,1
70.7,91.391,1
72.4,91.199,1
71.5,91.002,1
70.1,90.795,1
71.5,90.606,1
70.5,90.411,1
71.1,90.225,1
71.5,90.047,1
147.2,90.586,1
147.6,91.119,1
69.1,90.915,1
70.6,90.728,1
76.1,90.595,1
70.9,90.418,1
70.1,90.237,1
72.1,90.076,1
72.1,89.918,1
122.6,90.203,1
152.6,90.741,1
146.9,91.221,1
70.6,91.046,1
148.1,91.525,1
70.9,91.353,1
131.3,91.683,1
72.0,91.522,1
159.5,92.075,1
147.0,92.518,1
71.3,92.348,1
71.7,92.184,1
70.7,92.015,1
70.6,91.848,1
70.3,91.681,1
70.2,91.515,1
69.7,91.349,1
72.1,91.203,1
71.3,91.053,1
70.9,90.903,1
75.8,90.791,1
70.5,90.642,1
71.3,90.501,1
71.3,90.362,1
70.0,90.215,1
69.8,90.069,1
69.7,89.925,1
70.3,89.787,1
70.1,89.649,1
71.4,89.522,1
70.7,89.392,1
70.8,89.265,1
69.0,89.127,1
71.7,89.009,1
147.2,89.4,1
147.6,89.788,1
70.0,89.657,1
70.7,89.532,1
147.2,89.909,1
147.0,90.28,1
70.6,90.153,1
70.1,90.024,1
71.7,89.908,1
69.6,89.779,1
70.9,89.66,1
75.1,89.569,1
70.6,89.452,1
70.0,89.331,1
71.8,89.224,1
72.2,89.12,1
69.4,89.001,1
70.3,88.888,1
70.1,88.775,1
70.4,88.666,1
70.7,88.56,1
70.8,88.455,1
69.3,88.343,1
71.9,88.248,1
69.7,88.14,1
69.5,88.033,1
70.4,87.933,1
70.8,87.835,1
70.0,87.734,1
85.6,87.722,1
71.8,87.633,1
146.8,87.962,1
69.5,87.86,1
146.9,88.185,1
70.0,88.085,1
148.3,88.412,1
74.3,88.336,1
71.1,88.244,1
71.7,88.155,1
69.7,88.057,1
69.7,87.96,1
69.7,87.864,1
71.4,87.777,1
70.5,87.687,1
70.8,87.6,1
70.7,87.513,1
70.7,87.427,1
69.7,87.336,1
72.3,87.26,1
69.4,87.17,1
69.3,87.08,1
70.8,86.998,1
70.9,86.918,1
149.2,87.227,1
69.7,87.14,1
70.1,87.057,1
70.6,86.977,1
70.9,86.899,1
69.4,86.814,1
72.2,86.744,1
70.8,86.667,1
75.9,86.616,1
69.8,86.536,1
70.1,86.459,1
72.0,86.391,1
71.7,86.322,1
69.3,86.243,1
68.9,86.163,1
70.7,86.092,1
70.8,86.022,1
70.0,85.948,1
70.4,85.878,1
72.6,85.818,1
147.2,86.094,1
69.7,86.021,1
70.1,85.95,1
70.2,85.88,1
70.8,85.813,1
70.7,85.746,1
70.3,85.678,1
69.5,85.608,1
69.5,85.538,1
70.6,85.473,1
69.5,85.404,1
68.9,85.333,1
70.1,85.268,1
74.4,85.222,1
69.8,85.157,1
71.2,85.098,1
70.1,85.035,1
69.2,84.969,1
69.8,84.905,1
70.4,84.845,1
71.1,84.788,1
146.8,85.044,1
71.0,84.986,1
146.8,85.238,1
69.5,85.174,1
148.9,85.432,1
72.1,85.379,1
148.8,85.633,1
71.1,85.575,1
69.1,85.51,1
70.3,85.449,1
148.7,85.699,1
147.2,85.941,1
70.8,85.882,1
69.0,85.816,1
146.9,86.054,1
71.7,85.998,1
70.3,85.937,1
75.0,85.895,1
71.1,85.839,1
71.4,85.784,1
147.2,86.017,1
153.7,86.273,1
71.6,86.218,1
69.7,86.156,1
149.6,86.394,1
69.7,86.331,1
151.3,86.573,1
69.8,86.511,1
71.3,86.455,1
154.0,86.703,1
147.0,86.924,1
147.0,87.143,1
81.7,87.123,1
70.5,87.063,1
70.2,87.002,1
70.4,86.942,1
71.2,86.886,1
69.6,86.824,1
70.3,86.765,1
70.7,86.708,1
147.7,86.924,1
146.8,87.135,1
75.9,87.095,1
70.8,87.038,1
71.7,86.985,1
70.7,86.928,1
72.0,86.877,1
71.3,86.823,1
70.0,86.765,1
71.2,86.712,1
146.5,86.916,1
148.9,87.127,1
71.0,87.072,1
70.8,87.017,1
71.3,86.964,1
69.3,86.905,1
72.1,86.855,1
70.2,86.8,1
71.4,86.749,1
70.7,86.696,1
147.0,86.895,1
149.1,87.099,1
70.5,87.045,1
121.8,87.158,1
71.8,87.108,1
147.2,87.304,1
70.3,87.249,1
151.3,87.455,1
70.2,87.4,1
148.8,87.596,1
146.7,87.785,1
76.6,87.75,1
70.4,87.695,1
68.5,87.634,1
70.5,87.58,1
70.5,87.526,1
70.2,87.472,1
70.8,87.42,1
70.3,87.366,1
147.4,87.553,1
147.3,87.738,1
70.5,87.685,1
70.2,87.631,1
69.6,87.575,1
70.7,87.524,1
71.2,87.474,1
70.5,87.422,1
71.1,87.373,1
70.4,87.322,1
146.7,87.501,1
147.1,87.68,1
69.8,87.626,1
75.1,87.589,1
69.3,87.534,1
71.1,87.485,1
70.9,87.436,1
69.7,87.384,1
70.8,87.335,1
71.0,87.287,1
146.8,87.461,1
147.2,87.636,1
70.8,87.587,1
69.3,87.534,1
71.1,87.486,1
71.1,87.439,1
70.9,87.391,1
72.0,87.347,1
70.6,87.299,1
70.3,87.251,1
147.4,87.422,1
147.0,87.591,1
70.6,87.543,1
70.3,87.494,1
154.3,87.682,1
70.3,87.633,1
153.5,87.817,1
70.0,87.767,1
76.3,87.736,1
70.5,87.688,1
147.6,87.853,1
147.3,88.017,1
146.8,88.179,1
71.4,88.133,1
69.6,88.082,1
71.7,88.037,1
69.4,87.987,1
72.1,87.944,1
69.8,87.895,1
146.9,88.054,1
147.4,88.213,1
147.1,88.371,1
147.2,88.528,1
148.1,88.687,1
69.5,88.636,1
148.3,88.794,1
69.4,88.743,1
70.9,88.696,1
71.0,88.649,1
146.7,88.802,1
147.5,88.955,1
70.5,88.907,1
70.8,88.86,1
75.6,88.826,1
69.1,88.775,1
70.3,88.727,1
70.4,88.68,1
70.6,88.633,1
70.9,88.588,1
146.7,88.736,1
147.9,88.887,1
71.8,88.844,1
70.3,88.797,1
148.4,88.948,1
147.3,89.095,1
71.0,89.049,1
71.0,89.004,1
147.4,89.15,1
71.1,89.105,1
147.4,89.251,1
146.8,89.394,1
71.9,89.35,1
70.1,89.303,1
70.0,89.255,1
71.2,89.211,1
70.6,89.165,1
71.9,89.123,1
70.8,89.078,1
74.0,89.041,1
70.1,88.995,1
70.9,88.951,1
71.2,88.908,1
70.4,88.863,1
70.7,88.82,1
71.7,88.778,1
69.6,88.732,1
70.9,88.69,1
146.8,88.828,1
147.1,88.967,1
71.5,88.926,1
71.3,88.884,1
71.1,88.842,1
70.6,88.799,1
70.2,88.755,1
69.3,88.709,1
70.3,88.666,1
69.0,88.62,1
147.4,88.757,1
147.4,88.894,1
70.9,88.852,1
70.8,88.81,1
71.5,88.77,1
147.6,88.906,1
74.8,88.873,1
147.1,89.007,1
70.7,88.965,1
147.2,89.098,1
147.1,89.23,1
148.3,89.364,1
69.8,89.32,1
69.6,89.275,1
71.5,89.235,1
156.9,89.388,1
70.3,89.345,1
71.1,89.304,1
70.6,89.262,1
146.8,89.39,1
147.5,89.52,1
70.4,89.477,1
70.7,89.436,1
72.0,89.397,1
69.9,89.354,1
70.1,89.312,1
70.4,89.27,1
71.3,89.231,1
71.1,89.191,1
146.5,89.316,1
146.5,89.441,1
69.8,89.398,1
69.6,89.355,1
70.6,89.315,1
71.8,89.277,1
71.3,89.238,1
70.5,89.198,1
69.6,89.156,1
70.1,89.115,1
146.7,89.238,1
147.3,89.362,1
69.7,89.32,1
70.8,89.28,1
71.1,89.242,1
70.3,89.202,1
72.5,89.167,1
71.3,89.129,1
70.0,89.089,1
69.8,89.048,1
147.2,89.17,1
147.7,89.292,1
71.1,89.254,1
70.1,89.215,1
70.5,89.176,1
70.2,89.136,1
70.1,89.097,1
69.6,89.057,1
69.9,89.018,1
70.5,88.98,1
147.5,89.099,1
146.9,89.218,1
71.7,89.182,1
71.9,89.147,1
70.2,89.108,1
71.5,89.072,1
71.9,89.038,1
70.1,88.999,1
71.1,88.963,1
70.7,88.927,1
146.4,89.042,1
147.2,89.159,1
70.1,89.12,1
146.6,89.235,1
70.2,89.197,1
147.9,89.314,1
70.8,89.277,1
148.2,89.394,1
71.0,89.358,1
146.8,89.471,1
146.9,89.584,1
71.7,89.549,1
71.1,89.513,1
72.3,89.479,1
71.5,89.444,1
71.5,89.409,1
70.9,89.373,1
71.4,89.338,1
71.5,89.303,1
147.7,89.416,1
147.0,89.527,1
147.1,89.638,1
70.4,89.601,1
154.3,89.726,1
70.2,89.688,1
70.7,89.652,1
147.4,89.762,1
70.9,89.726,1
69.8,89.688,1
146.9,89.797,1
147.2,89.906,1
70.1,89.868,1
70.4,89.831,1
69.7,89.793,1
70.2,89.757,1
70.9,89.721,1
69.2,89.683,1
71.4,89.649,1
70.6,89.613,1
147.1,89.72,1
147.0,89.827,1
70.2,89.79,1
71.4,89.756,1
71.4,89.722,1
69.6,89.685,1
69.3,89.648,1
69.7,89.611,1
69.8,89.575,1
71.2,89.541,1
147.3,89.646,1
147.2,89.751,1
70.1,89.716,1
70.0,89.68,1
71.9,89.648,1
70.3,89.613,1
69.8,89.577,1
70.9,89.543,1
71.5,89.51,1
70.2,89.476,1
147.2,89.579,1
146.7,89.682,1
70.4,89.647,1
70.6,89.613,1
71.5,89.581,1
70.7,89.547,1
70.4,89.513,1
147.2,89.616,1
69.4,89.58,1
147.4,89.682,1
153.2,89.794,1
148.6,89.898,1
69.7,89.862,1
71.1,89.829,1
70.2,89.795,1
70.8,89.762,1
70.8,89.728,1
72.4,89.698,1
71.5,89.667,1
69.8,89.632,1
71.9,89.601,1
71.3,89.57,1
71.0,89.538,1
69.5,89.503,1
70.0,89.47,1
70.4,89.437,1
69.7,89.403,1
69.6,89.369,1
71.2,89.338,1
70.2,89.305,1
71.0,89.274,1
70.8,89.243,1
70.4,89.211,1
71.7,89.181,1
69.3,89.147,1
71.8,89.118,1
69.3,89.085,1
71.3,89.055,1
70.7,89.024,1
70.4,88.993,1
70.5,88.962,1
69.9,88.93,1
71.2,88.9,1
71.3,88.871,1
69.5,88.839,1
69.2,88.806,1
70.1,88.775,1
70.4,88.745,1
70.4,88.714,1
70.9,88.685,1
70.5,88.655,1
69.6,88.623,1
71.9,88.596,1
70.8,88.567,1
69.4,88.535,1
70.7,88.506,1
70.1,88.476,1
70.8,88.448,1
70.4,88.418,1
69.5,88.387,1
70.0,88.358,1
69.3,88.327,1
71.4,88.299,1
72.5,88.274,1
71.0,88.246,1
71.0,88.218,1
70.5,88.19,1
70.0,88.161,1
71.0,88.133,1
69.7,88.104,1
147.1,88.198,1
70.4,88.17,1
147.3,88.264,1
70.7,88.236,1
148.8,88.332,1
70.3,88.303,1
142.5,88.389,1
71.9,88.363,1
71.7,88.337,1
70.0,88.308,1
70.0,88.279,1
70.4,88.251,1
71.5,88.225,1
70.5,88.197,1
147.4,88.29,1
147.0,88.381,1
71.2,88.354,1
70.6,88.327,1
146.6,88.417,1
71.4,88.391,1
147.1,88.481,1
71.8,88.456,1
70.1,88.427,1
71.2,88.401,1
71.7,88.375,1
69.7,88.347,1
69.7,88.318,1
70.6,88.291,1
70.6,88.264,1
70.2,88.236,1
70.0,88.209,1
69.7,88.181,1
71.8,88.156,1
71.8,88.131,1
146.3,88.219,1
70.2,88.192,1
70.1,88.164,1
71.1,88.139,1
146.9,88.227,1
70.2,88.2,1
71.3,88.175,1
70.0,88.147,1
71.1,88.122,1
70.2,88.095,1
71.2,88.07,1
70.3,88.044,1
70.2,88.017,1
69.9,87.99,1
71.1,87.965,1
70.1,87.939,1
70.6,87.913,1
71.0,87.888,1
71.4,87.864,1
70.2,87.838,1
71.0,87.813,1
71.1,87.789,1
71.3,87.765,1
70.6,87.739,1
71.9,87.716,1
70.2,87.691,1
70.6,87.666,1
70.1,87.64,1
147.3,87.727,1
76.2,87.71,1
69.4,87.684,1
147.1,87.77,1
70.9,87.745,1
150.1,87.835,1
70.6,87.81,1
148.4,87.897,1
70.6,87.873,1
71.0,87.848,1
70.1,87.823,1
69.0,87.796,1
69.2,87.77,1
69.6,87.744,1
70.2,87.719,1
70.6,87.694,1
70.0,87.669,1
70.2,87.645,1
70.4,87.62,1
69.0,87.594,1
69.2,87.568,1
69.8,87.543,1
70.3,87.519,1
70.6,87.495,1
70.3,87.471,1
150.7,87.559,1
147.0,87.643,1
71.2,87.62,1
70.3,87.595,1
69.2,87.57,1
69.4,87.544,1
69.8,87.52,1
70.9,87.497,1
71.0,87.474,1
70.2,87.45,1
147.1,87.532,1
146.9,87.614,1
71.3,87.592,1
71.7,87.57,1
69.4,87.545,1
71.5,87.523,1
70.3,87.499,1
70.2,87.476,1
71.4,87.454,1
69.1,87.429,1
146.8,87.51,1
147.2,87.591,1
70.6,87.568,1
70.7,87.545,1
70.1,87.521,1
71.1,87.499,1
69.7,87.475,1
71.4,87.453,1
70.6,87.431,1
71.9,87.41,1
70.5,87.387,1
73.9,87.369,1
146.7,87.448,1
71.5,87.427,1
69.6,87.403,1
69.4,87.379,1
70.0,87.356,1
70.3,87.333,1
70.3,87.311,1
70.0,87.288,1
147.4,87.367,1
146.7,87.446,1
71.5,87.425,1
147.0,87.504,1
69.6,87.48,1
148.5,87.56,1
69.2,87.536,1
103.0,87.556,1
70.4,87.534,1
149.2,87.615,1
150.5,87.697,1
147.7,87.776,1
147.2,87.853,1
71.1,87.831,1
71.1,87.81,1
70.0,87.786,1
147.1,87.863,1
69.5,87.84,1
70.0,87.816,1
71.4,87.795,1
71.6,87.774,1
70.0,87.751,1
70.0,87.728,1
71.3,87.707,1
71.3,87.686,1
70.6,87.664,1
70.4,87.642,1
70.9,87.621,1
71.4,87.6,1
146.7,87.675,1
147.1,87.751,1
71.0,87.73,1
70.4,87.708,1
71.4,87.687,1
71.2,87.666,1
70.7,87.645,1
71.2,87.624,1
70.9,87.603,1
71.4,87.582,1
146.8,87.657,1
147.3,87.732,1
69.7,87.709,1
69.8,87.687,1
146.8,87.761,1
147.1,87.835,1
147.3,87.91,1
146.8,87.983,1
71.8,87.963,1
70.9,87.942,1
146.9,88.015,1
147.2,88.089,1
71.8,88.069,1
70.1,88.047,1
70.3,88.025,1
69.7,88.002,1
70.1,87.98,1
70.0,87.958,1
70.6,87.936,1
70.8,87.915,1
70.2,87.893,1
71.4,87.873,1
69.6,87.851,1
71.2,87.83,1
146.9,87.902,1
148.8,87.977,1
71.6,87.957,1
146.4,88.028,1
71.5,88.008,1
148.6,88.082,1
146.8,88.153,1
148.8,88.227,1
70.5,88.205,1
154.8,88.286,1
147.3,88.357,1
147.2,88.428,1
147.2,88.499,1
70.7,88.478,1
70.0,88.455,1
146.8,88.526,1
147.0,88.596,1
71.3,88.575,1
70.9,88.554,1
70.6,88.532,1
72.1,88.513,1
69.8,88.49,1
70.6,88.469,1
71.0,88.448,1
71.5,88.428,1
146.8,88.497,1
146.9,88.567,1
70.7,88.546,1
71.5,88.525,1
71.9,88.506,1
71.3,88.485,1
70.8,88.465,1
71.8,88.445,1
70.8,88.424,1
69.8,88.402,1
148.2,88.472,1
147.5,88.542,1
69.5,88.519,1
69.8,88.497,1
71.7,88.478,1
70.7,88.457,1
69.7,88.435,1
71.5,88.416,1
71.0,88.395,1
71.3,88.375,1
69.3,88.353,1
71.5,88.334,1
72.1,88.315,1
71.8,88.296,1
69.8,88.275,1
70.3,88.254,1
70.4,88.233,1
72.1,88.215,1
72.3,88.196,1
71.4,88.177,1
71.0,88.157,1
71.8,88.139,1
72.2,88.12,1
71.3,88.101,1
71.4,88.082,1
69.8,88.061,1
70.0,88.041,1
72.2,88.023,1
147.3,88.09,1
149.0,88.159,1
71.2,88.14,1
150.3,88.21,1
69.7,88.189,1
146.6,88.255,1
72.0,88.237,1
147.0,88.303,1
147.0,88.369,1
146.9,88.435,1
147.0,88.501,1
70.8,88.481,1
69.8,88.46,1
70.4,88.44,1
69.6,88.419,1
148.2,88.486,1
147.0,88.551,1
70.6,88.531,1
69.8,88.51,1
146.2,88.574,1
147.2,88.639,1
147.2,88.704,1
70.5,88.684,1
146.6,88.748,1
71.7,88.73,1
71.3,88.71,1
70.1,88.69,1
70.0,88.669,1
71.4,88.65,1
147.3,88.715,1
147.3,88.779,1
147.5,88.844,1
71.0,88.824,1
71.5,88.805,1
70.0,88.784,1
71.5,88.766,1
71.2,88.746,1
71.1,88.727,1
70.1,88.707,1
147.3,88.771,1
146.7,88.834,1
147.0,88.897,1
70.0,88.876,1
70.0,88.856,1
70.2,88.836,1
70.1,88.815,1
70.0,88.795,1
70.5,88.775,1
71.8,88.757,1
147.1,88.82,1
146.9,88.882,1
69.6,88.861,1
71.3,88.843,1
70.6,88.823,1
70.3,88.803,1
69.8,88.783,1
71.8,88.765,1
71.3,88.746,1
71.9,88.728,1
146.7,88.79,1
146.9,88.852,1
71.3,88.833,1
70.4,88.814,1
70.2,88.794,1
70.5,88.774,1
70.2,88.755,1
142.6,88.812,1
70.0,88.792,1
147.3,88.854,1
147.4,88.915,1
149.0,88.978,1
71.5,88.96,1
149.0,89.023,1
70.0,89.003,1
71.1,88.984,1
71.2,88.966,1
70.5,88.946,1
70.8,88.928,1
146.7,88.988,1
147.2,89.049,1
70.5,89.029,1
72.1,89.012,1
71.0,88.993,1
70.0,88.973,1
71.4,88.955,1
71.3,88.937,1
71.2,88.918,1
70.3,88.899,1
147.3,88.959,1
146.9,89.019,1
71.4,89.001,1
70.1,88.982,1
71.6,88.964,1
70.9,88.945,1
70.4,88.926,1
70.1,88.907,1
70.2,88.888,1
70.6,88.869,1
147.0,88.928,1
147.0,88.988,1
