float1,float2,int
146.1,97.777,19
69.9,97.766,19
148.3,97.785,19
69.8,97.775,19
147.3,97.793,19
147.2,97.812,19
147.1,97.83,19
146.9,97.849,19
69.8,97.838,19
69.6,97.828,19
147.1,97.846,19
147.4,97.864,19
69.8,97.854,19
70.0,97.844,19
69.8,97.833,19
69.6,97.823,19
147.0,97.841,19
147.2,97.859,19
69.9,97.849,19
69.9,97.838,19
69.8,97.828,19
70.0,97.818,19
69.4,97.807,19
74.7,97.799,19
69.6,97.788,19
69.4,97.778,19
148.1,97.796,19
146.9,97.814,19
69.7,97.804,19
69.8,97.794,19
147.2,97.812,19
147.4,97.83,19
69.8,97.82,19
70.1,97.81,19
69.8,97.799,19
69.9,97.789,19
147.2,97.807,19
147.0,97.825,19
70.0,97.815,19
147.1,97.833,19
69.9,97.823,19
70.2,97.813,19
69.7,97.803,19
69.8,97.792,19
147.4,97.81,19
147.1,97.829,19
147.3,97.847,19
147.0,97.865,19
74.3,97.856,19
70.0,97.846,19
146.9,97.864,19
147.5,97.882,19
70.0,97.872,19
70.0,97.862,19
69.7,97.851,19
69.7,97.841,19
146.9,97.859,19
148.5,97.878,19
147.4,97.896,19
147.2,97.914,19
69.7,97.903,19
102.0,97.905,19
69.8,97.895,19
147.4,97.913,19
146.9,97.931,19
148.3,97.949,19
147.4,97.967,19
149.1,97.986,19
69.8,97.976,19
70.6,97.966,19
69.7,97.955,19
147.0,97.973,19
146.8,97.991,19
71.9,97.981,19
69.9,97.971,19
146.7,97.989,19
147.4,98.007,19
69.5,97.997,19
69.8,97.986,19
69.8,97.976,19
69.7,97.966,19
149.4,97.984,19
146.8,98.002,19
147.4,98.02,19
147.3,98.038,19
147.2,98.056,19
147.2,98.074,19
70.0,98.063,19
70.1,98.053,19
69.8,98.043,19
69.8,98.033,19
147.6,98.051,19
146.9,98.068,19
69.6,98.058,19
69.8,98.048,19
151.7,98.067,19
147.7,98.085,19
69.4,98.075,19
70.3,98.065,19
70.0,98.055,19
69.5,98.044,19
147.3,98.062,19
150.1,98.081,19
147.3,98.099,19
146.9,98.116,19
69.9,98.106,19
70.1,98.096,19
69.9,98.086,19
69.6,98.076,19
147.2,98.093,19
69.7,98.083,19
147.3,98.101,19
147.1,98.118,19
69.8,98.108,19
70.1,98.098,19
69.8,98.088,19
148.1,98.106,19
147.0,98.123,19
69.7,98.113,19
147.1,98.131,19
70.0,98.121,19
147.6,98.138,19
148.4,98.156,19
147.6,98.174,19
149.2,98.192,19
69.8,98.182,19
147.1,98.2,19
69.8,98.19,19
146.8,98.207,19
69.8,98.197,19
148.3,98.215,19
147.0,98.232,19
69.9,98.222,19
69.5,98.212,19
69.7,98.202,19
70.0,98.192,19
153.9,98.211,19
147.2,98.229,19
70.0,98.219,19
69.9,98.209,19
146.7,98.226,19
147.4,98.243,19
69.7,98.233,19
70.1,98.223,19
69.9,98.213,19
69.6,98.203,19
70.1,98.193,19
69.7,98.183,19
69.8,98.173,19
69.8,98.163,19
147.2,98.18,19
147.4,98.198,19
69.9,98.188,19
69.5,98.178,19
69.8,98.167,19
69.7,98.157,19
147.0,98.175,19
147.1,98.192,19
69.7,98.182,19
70.0,98.172,19
147.0,98.189,19
147.4,98.207,19
70.1,98.197,19
69.8,98.187,19
146.1,98.204,19
150.6,98.222,19
69.7,98.212,19
69.8,98.202,19
69.9,98.192,19
70.0,98.182,19
147.4,98.199,19
146.9,98.216,19
69.8,98.206,19
74.3,98.198,19
70.0,98.188,19
70.0,98.178,19
147.1,98.195,19
147.2,98.213,19
152.6,98.232,19
147.2,98.249,19
69.7,98.239,19
70.0,98.229,19
70.1,98.219,19
69.9,98.209,19
147.1,98.226,19
148.6,98.244,19
147.4,98.261,19
147.1,98.278,19
147.2,98.295,19
149.7,98.313,19
70.0,98.303,19
147.1,98.32,19
70.0,98.311,19
148.4,98.328,19
73.5,98.319,19
147.9,98.337,19
150.9,98.355,19
70.0,98.345,19
73.7,98.337,19
69.7,98.327,19
69.9,98.317,19
69.8,98.307,19
69.7,98.297,19
69.7,98.287,19
70.0,98.277,19
69.6,98.267,19
69.9,98.257,19
147.0,98.274,19
147.2,98.291,19
147.0,98.308,19
146.8,98.325,19
69.9,98.315,19
69.8,98.305,19
147.2,98.322,19
147.4,98.339,19
69.8,98.329,19
70.0,98.319,19
147.6,98.336,19
147.1,98.353,19
69.9,98.343,19
70.0,98.334,19
70.0,98.324,19
70.2,98.314,19
147.3,98.331,19
147.6,98.348,19
70.0,98.338,19
69.8,98.328,19
146.7,98.345,19
146.6,98.362,19
70.0,98.352,19
69.7,98.342,19
147.0,98.359,19
69.8,98.349,19
146.6,98.366,19
147.0,98.382,19
69.9,98.373,19
69.7,98.363,19
147.6,98.38,19
147.4,98.396,19
147.0,98.413,19
147.3,98.43,19
147.4,98.447,19
147.4,98.463,19
147.1,98.48,19
147.0,98.497,19
147.4,98.514,19
70.1,98.504,19
146.9,98.52,19
70.0,98.511,19
147.2,98.527,19
147.8,98.544,19
70.0,98.534,19
69.7,98.525,19
147.1,98.541,19
147.2,98.558,19
69.7,98.548,19
146.2,98.564,19
69.8,98.554,19
148.8,98.571,19
70.4,98.562,19
147.1,98.578,19
147.2,98.595,19
147.2,98.612,19
147.2,98.628,19
69.8,98.618,19
69.6,98.608,19
147.1,98.625,19
147.2,98.641,19
149.0,98.659,19
147.0,98.675,19
147.4,98.692,19
147.5,98.708,19
147.5,98.725,19
147.0,98.741,19
69.9,98.731,19
70.0,98.722,19
147.4,98.738,19
147.6,98.755,19
69.8,98.745,19
69.6,98.735,19
147.2,98.751,19
147.5,98.768,19
147.1,98.784,19
147.1,98.801,19
70.3,98.791,19
69.7,98.781,19
148.5,98.798,19
147.1,98.814,19
69.6,98.804,19
70.0,98.795,19
147.2,98.811,19
146.7,98.827,19
147.7,98.844,19
147.1,98.86,19
70.0,98.85,19
69.8,98.84,19
146.9,98.857,19
147.4,98.873,19
146.9,98.889,19
147.3,98.905,19
69.7,98.895,19
70.0,98.886,19
147.6,98.902,19
146.9,98.918,19
69.7,98.908,19
69.7,98.899,19
69.6,98.889,19
70.2,98.879,19
147.0,98.895,19
147.6,98.912,19
147.1,98.928,19
147.4,98.944,19
147.2,98.96,19
148.3,98.977,19
70.0,98.967,19
70.0,98.957,19
147.3,98.974,19
147.4,98.99,19
70.0,98.98,19
151.1,98.997,19
146.8,99.013,19
148.0,99.03,19
147.5,99.046,19
131.2,99.057,19
70.0,99.047,19
76.2,99.039,19
70.0,99.03,19
69.7,99.02,19
69.7,99.01,19
147.3,99.026,19
147.1,99.042,19
147.4,99.058,19
147.2,99.074,19
69.6,99.065,19
69.9,99.055,19
146.5,99.071,19
147.3,99.087,19
70.0,99.077,19
69.5,99.067,19
70.1,99.058,19
69.8,99.048,19
147.0,99.064,19
154.6,99.082,19
69.7,99.072,19
69.9,99.063,19
147.4,99.079,19
147.2,99.095,19
69.8,99.085,19
70.2,99.075,19
70.0,99.066,19
70.0,99.056,19
147.1,99.072,19
147.2,99.088,19
147.5,99.104,19
147.6,99.12,19
148.2,99.136,19
147.5,99.152,19
70.0,99.143,19
69.8,99.133,19
147.4,99.149,19
154.0,99.167,19
147.3,99.183,19
292.3,99.246,19
147.0,99.262,19
70.0,99.252,19
69.8,99.243,19
70.1,99.233,19
147.3,99.249,19
147.3,99.265,19
147.6,99.281,19
147.5,99.297,19
146.9,99.312,19
147.2,99.328,19
147.8,99.344,19
70.0,99.334,19
69.6,99.324,19
69.6,99.315,19
69.8,99.305,19
69.9,99.295,19
70.2,99.286,19
70.0,99.276,19
70.1,99.267,19
147.1,99.282,19
147.2,99.298,19
147.0,99.314,19
69.8,99.304,19
148.4,99.32,19
70.2,99.311,19
147.7,99.326,19
147.4,99.342,19
70.1,99.332,19
69.8,99.323,19
69.8,99.313,19
69.7,99.304,19
72.7,99.295,19
69.7,99.285,19
69.6,99.276,19
70.1,99.266,19
146.7,99.281,19
147.1,99.297,19
69.7,99.287,19
69.8,99.278,19
69.8,99.268,19
69.6,99.259,19
70.0,99.249,19
70.0,99.24,19
69.5,99.23,19
69.7,99.22,19
147.2,99.236,19
147.1,99.251,19
69.9,99.242,19
69.6,99.232,19
69.9,99.223,19
70.0,99.213,19
69.9,99.204,19
70.0,99.194,19
69.5,99.185,19
70.1,99.175,19
147.1,99.191,19
147.0,99.206,19
70.2,99.197,19
69.8,99.187,19
147.3,99.203,19
147.1,99.218,19
69.9,99.209,19
69.9,99.2,19
69.7,99.19,19
70.0,99.181,19
147.2,99.196,19
147.2,99.212,19
69.6,99.202,19
69.8,99.193,19
69.9,99.183,19
69.8,99.174,19
69.8,99.164,19
69.7,99.155,19
147.2,99.17,19
146.5,99.185,19
146.9,99.201,19
147.0,99.216,19
147.1,99.231,19
148.3,99.247,19
147.4,99.263,19
147.1,99.278,19
73.4,99.27,19
154.6,99.287,19
69.7,99.278,19
146.6,99.293,19
147.1,99.308,19
149.0,99.324,19
70.1,99.315,19
148.6,99.331,19
70.1,99.321,19
69.6,99.312,19
69.9,99.303,19
147.5,99.318,19
147.1,99.333,19
147.4,99.349,19
147.2,99.364,19
69.8,99.354,19
70.1,99.345,19
147.4,99.36,19
147.4,99.376,19
69.3,99.366,19
69.8,99.357,19
69.8,99.347,19
70.0,99.338,19
147.3,99.353,19
146.9,99.368,19
147.2,99.384,19
147.2,99.399,19
69.5,99.389,19
69.9,99.38,19
69.6,99.37,19
69.7,99.361,19
70.1,99.352,19
69.8,99.342,19
147.0,99.357,19
147.1,99.373,19
146.3,99.388,19
147.2,99.403,19
69.8,99.393,19
70.1,99.384,19
69.9,99.375,19
69.6,99.365,19
146.9,99.38,19
146.9,99.395,19
147.3,99.41,19
147.0,99.426,19
147.0,99.441,19
147.2,99.456,19
147.2,99.471,19
69.7,99.461,19
147.4,99.477,19
69.8,99.467,19
147.2,99.482,19
147.1,99.497,19
147.6,99.512,19
148.0,99.528,19
69.9,99.518,19
70.0,99.509,19
147.1,99.524,19
147.4,99.539,19
70.2,99.53,19
69.7,99.52,19
69.7,99.511,19
69.6,99.502,19
147.4,99.517,19
149.4,99.532,19
147.3,99.547,19
147.1,99.562,19
147.4,99.577,19
147.6,99.592,19
69.7,99.583,19
148.7,99.599,19
69.9,99.589,19
147.5,99.604,19
153.1,99.621,19
147.2,99.636,19
148.3,99.651,19
69.9,99.642,19
69.8,99.632,19
69.7,99.623,19
69.5,99.614,19
69.7,99.604,19
69.8,99.595,19
147.0,99.61,19
147.3,99.625,19
70.1,99.616,19
70.0,99.606,19
69.8,99.597,19
69.5,99.588,19
69.7,99.578,19
69.8,99.569,19
69.7,99.56,19
70.1,99.55,19
147.2,99.565,19
147.0,99.58,19
69.7,99.571,19
69.9,99.562,19
69.6,99.552,19
69.6,99.543,19
147.0,99.558,19
147.3,99.573,19
78.7,99.566,19
70.1,99.557,19
69.7,99.548,19
70.0,99.538,19
147.0,99.553,19
147.2,99.568,19
69.9,99.559,19
69.9,99.55,19
69.8,99.54,19
69.7,99.531,19
147.0,99.546,19
146.7,99.56,19
69.5,99.551,19
69.7,99.542,19
147.4,99.557,19
147.3,99.571,19
146.8,99.586,19
147.4,99.601,19
147.5,99.616,19
146.7,99.63,19
70.0,99.621,19
69.9,99.612,19
69.7,99.603,19
69.8,99.593,19
69.7,99.584,19
82.9,99.579,19
70.3,99.57,19
69.6,99.561,19
69.9,99.552,19
147.0,99.566,19
69.8,99.557,19
147.0,99.572,19
69.5,99.562,19
148.6,99.577,19
70.0,99.568,19
148.3,99.583,19
69.6,99.574,19
146.8,99.589,19
146.8,99.603,19
70.0,99.594,19
69.6,99.585,19
69.8,99.576,19
69.6,99.567,19
69.7,99.557,19
69.8,99.548,19
69.7,99.539,19
69.9,99.53,19
69.7,99.521,19
69.9,99.512,19
147.5,99.527,19
147.1,99.541,19
69.9,99.532,19
69.5,99.523,19
146.7,99.537,19
146.4,99.552,19
70.1,99.543,19
69.8,99.533,19
147.5,99.548,19
147.2,99.563,19
69.7,99.554,19
69.4,99.544,19
70.1,99.535,19
69.6,99.526,19
147.2,99.541,19
147.3,99.555,19
147.1,99.57,19
69.9,99.561,19
69.7,99.552,19
69.8,99.543,19
147.2,99.557,19
69.7,99.548,19
147.4,99.563,19
147.3,99.577,19
69.8,99.568,19
69.7,99.559,19
69.8,99.55,19
69.7,99.541,19
69.8,99.532,19
70.0,99.523,19
69.6,99.514,19
69.7,99.505,19
70.0,99.496,19
69.4,99.487,19
147.2,99.501,19
147.1,99.516,19
70.0,99.507,19
69.8,99.498,19
69.5,99.489,19
70.0,99.48,19
69.5,99.471,19
69.8,99.462,19
146.9,99.476,19
149.7,99.491,19
70.0,99.482,19
146.9,99.497,19
69.7,99.488,19
147.8,99.502,19
146.8,99.516,19
148.5,99.531,19
147.2,99.546,19
85.3,99.541,19
70.0,99.532,19
147.2,99.547,19
147.6,99.561,19
146.8,99.575,19
147.1,99.59,19
69.5,99.581,19
69.8,99.572,19
69.8,99.563,19
69.9,99.554,19
146.8,99.568,19
146.8,99.582,19
147.0,99.596,19
69.6,99.587,19
69.4,99.578,19
69.8,99.569,19
147.4,99.584,19
147.1,99.598,19
70.1,99.589,19
69.5,99.58,19
69.6,99.571,19
70.2,99.562,19
69.5,99.553,19
70.1,99.545,19
69.7,99.536,19
76.5,99.529,19
70.0,99.52,19
70.0,99.511,19
69.6,99.502,19
69.5,99.493,19
147.2,99.507,19
147.1,99.522,19
146.9,99.536,19
70.1,99.527,19
69.6,99.518,19
70.0,99.509,19
69.7,99.5,19
69.7,99.492,19
69.8,99.483,19
69.7,99.474,19
147.2,99.488,19
147.0,99.502,19
69.8,99.493,19
70.0,99.485,19
146.9,99.499,19
147.1,99.513,19
69.9,99.504,19
69.6,99.495,19
69.9,99.486,19
69.8,99.477,19
160.7,99.496,19
148.1,99.51,19
69.9,99.501,19
69.9,99.493,19
69.7,99.484,19
70.2,99.475,19
147.3,99.489,19
147.2,99.503,19
69.9,99.495,19
146.9,99.509,19
146.9,99.523,19
147.5,99.537,19
70.0,99.528,19
147.7,99.542,19
146.9,99.556,19
69.8,99.548,19
70.2,99.539,19
69.6,99.53,19
69.9,99.521,19
147.1,99.535,19
147.3,99.549,19
69.8,99.541,19
69.7,99.532,19
147.3,99.546,19
147.2,99.56,19
80.0,99.554,19
70.0,99.546,19
147.7,99.56,19
69.8,99.551,19
147.1,99.565,19
146.7,99.579,19
69.6,99.57,19
70.1,99.561,19
69.7,99.553,19
69.6,99.544,19
69.5,99.535,19
69.6,99.526,19
147.0,99.54,19
69.8,99.531,19
147.4,99.545,19
151.2,99.561,19
147.3,99.575,19
69.6,99.566,19
70.0,99.557,19
147.1,99.571,19
69.6,99.562,19
69.9,99.554,19
69.6,99.545,19
70.2,99.536,19
147.0,99.55,19
146.7,99.564,19
69.7,99.555,19
69.8,99.546,19
147.6,99.56,19
147.5,99.574,19
70.0,99.566,19
69.6,99.557,19
69.6,99.548,19
69.8,99.54,19
147.1,99.554,19
147.1,99.567,19
70.0,99.559,19
70.1,99.55,19
147.4,99.564,19
147.2,99.578,19
146.7,99.592,19
69.8,99.583,19
147.2,99.597,19
148.5,99.611,19
147.1,99.625,19
149.5,99.639,19
69.9,99.631,19
146.6,99.644,19
146.8,99.658,19
147.9,99.672,19
147.1,99.686,19
149.0,99.7,19
69.8,99.692,19
149.1,99.706,19
147.9,99.72,19
159.5,99.737,19
147.0,99.751,19
69.5,99.742,19
70.1,99.734,19
70.0,99.725,19
70.0,99.716,19
146.9,99.73,19
147.6,99.744,19
147.0,99.758,19
147.2,99.771,19
69.6,99.763,19
70.0,99.754,19
69.8,99.745,19
70.0,99.737,19
69.6,99.728,19
70.0,99.719,19
69.8,99.711,19
69.7,99.702,19
147.2,99.716,19
147.5,99.73,19
74.7,99.722,19
69.9,99.714,19
147.3,99.728,19
147.2,99.741,19
69.4,99.732,19
69.6,99.724,19
147.1,99.737,19
147.0,99.751,19
147.6,99.765,19
147.3,99.778,19
69.8,99.77,19
70.0,99.761,19
146.7,99.775,19
146.9,99.788,19
69.6,99.78,19
69.9,99.771,19
69.8,99.762,19
69.6,99.754,19
147.5,99.768,19
147.3,99.781,19
147.3,99.795,19
147.2,99.808,19
69.8,99.8,19
70.0,99.791,19
70.1,99.783,19
81.6,99.778,19
147.6,99.791,19
147.0,99.805,19
147.2,99.818,19
148.4,99.832,19
69.7,99.824,19
70.0,99.815,19
146.9,99.829,19
147.1,99.842,19
147.4,99.856,19
147.1,99.869,19
70.0,99.861,19
147.3,99.874,19
70.0,99.866,19
148.5,99.879,19
69.8,99.871,19
148.9,99.885,19
69.8,99.876,19
69.9,99.868,19
69.7,99.859,19
147.1,99.873,19
147.5,99.886,19
69.5,99.878,19
70.0,99.869,19
147.5,99.883,19
156.3,99.899,19
69.9,99.89,19
69.5,99.881,19
69.9,99.873,19
69.9,99.864,19
147.3,99.878,19
146.9,99.891,19
69.7,99.883,19
69.8,99.874,19
147.0,99.888,19
146.8,99.901,19
147.0,99.914,19
69.8,99.906,19
70.1,99.897,19
69.9,99.889,19
147.0,99.902,19
147.4,99.915,19
147.0,99.929,19
69.7,99.92,19
147.3,99.934,19
69.8,99.925,19
69.9,99.917,19
69.8,99.908,19
70.1,99.9,19
69.6,99.891,19
152.2,99.906,19
147.4,99.919,19
69.6,99.911,19
69.9,99.902,19
147.3,99.916,19
147.3,99.929,19
70.4,99.921,19
69.7,99.912,19
70.0,99.904,19
69.6,99.895,19
147.7,99.909,19
147.2,99.922,19
70.0,99.914,19
70.0,99.905,19
69.9,99.897,19
69.5,99.888,19
146.8,99.901,19
147.3,99.915,19
70.1,99.906,19
69.7,99.898,19
147.4,99.911,19
148.8,99.925,19
69.8,99.916,19
147.1,99.93,19
146.8,99.943,19
147.4,99.956,19
69.9,99.948,19
147.2,99.961,19
147.6,99.974,19
148.7,99.988,19
147.2,100.001,19
155.4,100.017,19
69.5,100.008,19
155.9,100.024,19
192.7,100.05,19
69.7,100.041,19
70.0,100.033,19
148.3,100.046,19
147.4,100.059,19
149.0,100.073,19
146.8,100.086,19
147.2,100.099,19
69.8,100.091,19
147.4,100.104,19
147.3,100.117,19
69.9,100.109,19
70.0,100.1,19
69.7,100.092,19
70.1,100.084,19
146.6,100.097,19
147.4,100.11,19
69.5,100.101,19
69.7,100.093,19
69.9,100.084,19
69.9,100.076,19
69.9,100.068,19
69.8,100.059,19
147.0,100.072,19
146.9,100.085,19
147.4,100.098,19
147.3,100.111,19
69.8,100.103,19
69.5,100.095,19
146.9,100.108,19
147.1,100.121,19
69.7,100.112,19
69.7,100.104,19
70.0,100.095,19
70.1,100.087,19
147.1,100.1,19
147.2,100.113,19
70.0,100.105,19
70.0,100.096,19
70.0,100.088,19
69.7,100.08,19
79.8,100.074,19
70.0,100.066,19
69.7,100.057,19
70.1,100.049,19
147.1,100.062,19
146.9,100.075,19
69.8,100.067,19
69.8,100.058,19
149.1,100.072,19
148.8,100.085,19
69.8,100.077,19
70.0,100.069,19
69.3,100.06,19
146.8,100.073,19
146.9,100.086,19
147.2,100.099,19
147.2,100.112,19
149.0,100.125,19
69.9,100.117,19
149.3,100.131,19
69.9,100.122,19
147.3,100.135,19
147.3,100.148,19
147.0,100.161,19
147.4,100.174,19
84.5,100.17,19
69.9,100.161,19
69.5,100.153,19
69.7,100.145,19
69.7,100.136,19
70.2,100.128,19
70.0,100.12,19
69.5,100.111,19
147.6,100.124,19
147.1,100.137,19
147.3,100.15,19
147.1,100.163,19
147.1,100.176,19
147.5,100.189,19
146.7,100.202,19
70.0,100.193,19
147.1,100.206,19
147.4,100.219,19
146.9,100.232,19
147.0,100.245,19
69.9,100.236,19
70.0,100.228,19
69.4,100.22,19
70.2,100.211,19
69.6,100.203,19
74.5,100.196,19
153.2,100.211,19
147.4,100.223,19
146.9,100.236,19
146.9,100.249,19
69.7,100.241,19
69.8,100.232,19
147.1,100.245,19
147.2,100.258,19
69.5,100.249,19
69.7,100.241,19
147.2,100.254,19
147.2,100.267,19
70.2,100.258,19
69.7,100.25,19
147.1,100.263,19
146.9,100.276,19
69.7,100.267,19
70.3,100.259,19
146.8,100.272,19
147.4,100.285,19
69.8,100.276,19
70.0,100.268,19
146.5,100.281,19
147.6,100.293,19
146.8,100.306,19
147.0,100.319,19
69.9,100.31,19
146.9,100.323,19
69.7,100.315,19
147.5,100.327,19
146.9,100.34,19
148.9,100.353,19
69.7,100.345,19
74.1,100.338,19
69.9,100.33,19
69.7,100.321,19
69.9,100.313,19
147.3,100.326,19
146.7,100.338,19
69.8,100.33,19
69.6,100.322,19
69.6,100.314,19
70.0,100.305,19
69.5,100.297,19
70.0,100.289,19
69.5,100.281,19
69.6,100.272,19
69.6,100.264,19
69.7,100.256,19
147.4,100.269,19
146.9,100.281,19
146.8,100.294,19
147.6,100.306,19
69.7,100.298,19
69.6,100.29,19
69.7,100.282,19
69.5,100.273,19
147.1,100.286,19
147.2,100.298,19
70.0,100.29,19
70.0,100.282,19
69.8,100.274,19
69.8,100.266,19
69.5,100.258,19
70.2,100.25,19
70.0,100.241,19
70.0,100.233,19
69.8,100.225,19
69.5,100.217,19
147.4,100.23,19
146.5,100.242,19
70.0,100.234,19
70.1,100.226,19
69.5,100.218,19
69.8,100.21,19
69.7,100.201,19
70.0,100.193,19
147.1,100.206,19
146.9,100.218,19
70.1,100.21,19
70.0,100.202,19
147.2,100.215,19
147.5,100.227,19
147.2,100.24,19
147.8,100.253,19
69.6,100.244,19
69.8,100.236,19
70.1,100.228,19
74.0,100.221,19
70.1,100.213,19
146.4,100.226,19
146.9,100.238,19
147.4,100.25,19
69.6,100.242,19
148.9,100.255,19
69.4,100.247,19
147.7,100.26,19
147.3,100.272,19
73.7,100.265,19
70.2,100.257,19
147.1,100.27,19
147.2,100.282,19
69.7,100.274,19
69.8,100.266,19
70.0,100.258,19
146.6,100.27,19
147.2,100.283,19
147.3,100.295,19
148.2,100.308,19
69.8,100.3,19
69.5,100.291,19
70.0,100.283,19
69.7,100.275,19
69.6,100.267,19
69.8,100.259,19
69.6,100.251,19
69.8,100.243,19
70.0,100.235,19
69.5,100.227,19
70.0,100.219,19
147.4,100.231,19
146.7,100.244,19
147.4,100.256,19
146.9,100.268,19
79.0,100.263,19
69.6,100.255,19
69.6,100.247,19
70.0,100.239,19
70.0,100.231,19
70.1,100.223,19
147.3,100.235,19
147.1,100.247,19
146.7,100.26,19
147.2,100.272,19
69.8,100.264,19
69.8,100.256,19
147.0,100.268,19
147.4,100.281,19
69.6,100.273,19
69.8,100.265,19
147.0,100.277,19
147.2,100.289,19
147.0,100.301,19
147.5,100.314,19
147.3,100.326,19
153.2,100.34,19
70.1,100.332,19
69.9,100.324,19
69.8,100.316,19
70.3,100.308,19
146.7,100.32,19
147.8,100.333,19
70.1,100.325,19
146.7,100.337,19
70.1,100.329,19
147.1,100.341,19
146.8,100.354,19
146.9,100.366,19
70.0,100.358,19
148.8,100.37,19
147.1,100.383,19
69.8,100.375,19
69.8,100.367,19
146.3,100.379,19
147.3,100.391,19
147.3,100.403,19
147.1,100.415,19
69.9,100.407,19
69.7,100.399,19
147.4,100.412,19
147.1,100.424,19
147.1,100.436,19
69.9,100.428,19
69.6,100.42,19
70.1,100.412,19
69.7,100.404,19
69.8,100.396,19
69.9,100.388,19
69.7,100.38,19
147.3,100.392,19
147.2,100.405,19
69.8,100.397,19
70.0,100.389,19
147.3,100.401,19
147.0,100.413,19
69.7,100.405,19
69.5,100.397,19
69.8,100.389,19
69.6,100.381,19
147.3,100.393,19
152.7,100.407,19
147.6,100.419,19
69.9,100.411,19
70.1,100.403,19
70.0,100.395,19
69.6,100.387,19
69.6,100.379,19
69.8,100.372,19
147.1,100.384,19
147.5,100.396,19
146.7,100.408,19
70.0,100.4,19
69.9,100.392,19
69.9,100.384,19
70.1,100.376,19
69.9,100.369,19
69.6,100.361,19
147.4,100.373,19
146.7,100.385,19
147.0,100.397,19
146.4,100.409,19
69.7,100.401,19
69.6,100.393,19
69.6,100.385,19
70.0,100.377,19
69.6,100.369,19
106.3,100.371,19
69.7,100.363,19
146.8,100.375,19
147.0,100.387,19
147.9,100.399,19
70.0,100.391,19
148.8,100.403,19
150.8,100.416,19
96.5,100.415,19
69.5,100.407,19
69.9,100.4,19
69.9,100.392,19
405.3,100.47,19
147.1,100.482,19
147.1,100.494,19
147.4,100.506,19
146.7,100.518,19
147.1,100.53,19
70.3,100.522,19
69.6,100.514,19
147.1,100.526,19
147.6,100.538,19
146.3,100.55,19
147.7,100.562,19
70.2,100.554,19
69.8,100.546,19
69.9,100.538,19
69.7,100.531,19
70.0,100.523,19
70.0,100.515,19
69.8,100.507,19
69.9,100.499,19
146.7,100.511,19
147.3,100.523,19
69.9,100.515,19
69.8,100.507,19
70.2,100.5,19
70.0,100.492,19
70.1,100.484,19
69.8,100.476,19
146.8,100.488,19
146.7,100.5,19
146.8,100.512,19
147.8,100.524,19
147.6,100.536,19
147.3,100.548,19
69.8,100.54,19
69.7,100.532,19
70.0,100.524,19
69.5,100.516,19
69.6,100.508,19
69.8,100.501,19
147.3,100.512,19
147.8,100.525,19
69.8,100.517,19
69.8,100.509,19
147.4,100.521,19
146.8,100.533,19
87.1,100.529,19
88.8,100.526,19
148.6,100.538,19
150.5,100.551,19
147.1,147.1,20
147.0,147.05,20
146.3,146.8,20
147.1,146.875,20
146.3,146.76,20
147.1,146.817,20
147.3,146.886,20
147.4,146.95,20
78.7,139.367,20
149.0,140.33,20
146.5,140.891,20
146.9,141.392,20
146.8,141.808,20
167.2,143.621,20
147.5,143.88,20
153.4,144.475,20
147.1,144.629,20
146.9,144.756,20
258.2,150.726,20
146.9,150.535,20
69.5,146.676,20
147.9,146.732,20
147.1,146.748,20
147.2,146.767,20
149.0,146.856,20
146.9,146.858,20
70.0,144.011,20
147.1,144.121,20
147.0,144.221,20
147.4,144.327,20
147.9,144.442,20
147.6,144.541,20
147.0,144.615,20
147.5,144.7,20
69.7,142.557,20
147.1,142.683,20
147.6,142.816,20
152.7,143.076,20
147.8,143.197,20
147.0,143.293,20
76.0,141.651,20
147.5,141.79,20
146.7,141.905,20
148.0,142.043,20
147.6,142.167,20
146.9,142.27,20
147.4,142.379,20
147.6,142.488,20
147.6,142.592,20
147.1,142.682,20
147.1,142.769,20
147.0,142.85,20
146.7,142.923,20
148.9,143.033,20
70.1,141.707,20
147.1,141.804,20
70.3,140.549,20
147.1,140.662,20
147.2,140.773,20
147.0,140.877,20
69.8,139.711,20
147.3,139.834,20
70.0,138.725,20
147.1,138.856,20
70.1,137.798,20
146.8,137.935,20
150.1,138.116,20
146.8,138.244,20
147.8,138.383,20
166.5,138.784,20
153.9,138.997,20
149.7,139.146,20
148.9,139.279,20
147.0,139.384,20
147.7,139.495,20
148.9,139.618,20
147.8,139.725,20
318.4,142.015,20
165.4,142.311,20
166.3,142.611,20
146.9,142.664,20
149.3,142.745,20
148.8,142.818,20
70.1,70.1,21
147.6,108.85,21
147.3,121.667,21
147.7,128.175,21
147.3,132.0,21
147.4,134.567,21
147.4,136.4,21
69.7,128.062,21
70.5,121.667,21
69.7,116.47,21
69.9,112.236,21
69.9,108.708,21
69.7,105.708,21
147.3,108.679,21
148.2,111.313,21
70.1,108.737,21
70.1,106.465,21
69.8,104.428,21
70.2,102.626,21
69.8,100.985,21
70.4,99.529,21
70.1,98.191,21
69.7,96.952,21
147.5,99.058,21
147.1,100.98,21
69.7,99.777,21
70.1,98.678,21
147.1,100.407,21
147.4,102.028,21
69.7,100.95,21
69.9,99.948,21
69.9,99.009,21
70.0,98.13,21
147.5,99.582,21
147.4,100.949,21
69.9,100.086,21
70.0,99.273,21
70.0,98.503,21
70.3,97.779,21
69.6,97.075,21
70.0,96.415,21
69.8,95.781,21
69.9,95.179,21
